SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Waima Forest,Paihia,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waima Forest,-35.48716638,173.62952632,Paihia,-35.28609895,174.09311792,47.60298319998061,Far North,Far North,Northland,Northland,WORK
Ngapuhi,Paihia,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Ngapuhi,-35.4228326,173.76534835,Paihia,-35.28609895,174.09311792,33.38784671623905,Far North,Far North,Northland,Northland,WORK
Kaikohe,Paihia,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Kaikohe,-35.40792422,173.79767516,Paihia,-35.28609895,174.09311792,30.025413474068237,Far North,Far North,Northland,Northland,WORK
Matawaia-Taumarere,Paihia,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24,Matawaia-Taumarere,-35.49406405,173.95266307,Paihia,-35.28609895,174.09311792,26.398041117701826,Far North,Far North,Northland,Northland,WORK
Lake Manuwai-Kapiro,Opua (Far North District),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Lake Manuwai-Kapiro,-35.18267324,173.86535013,Opua (Far North District),-35.32270229,174.10002605,26.391845296365467,Far North,Far North,Northland,Northland,WORK
Rangitane-Purerua,Opua (Far North District),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Rangitane-Purerua,-35.13418331,173.9391431,Opua (Far North District),-35.32270229,174.10002605,25.55312133944305,Far North,Far North,Northland,Northland,WORK
Kaikohe,Haruru,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kaikohe,-35.40792422,173.79767516,Haruru,-35.27932636,174.05921268,27.698331876396107,Far North,Far North,Northland,Northland,WORK
Ohaeawai-Waimate North,Whangarei Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Ohaeawai-Waimate North,-35.33520904,173.85992372,Whangarei Central,-35.72846995,174.32430322,60.646349512876434,Far North,Whangarei,Northland,Northland,WORK
Matawaia-Taumarere,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Matawaia-Taumarere,-35.49406405,173.95266307,Whangarei Central,-35.72846995,174.32430322,42.52145040342359,Far North,Whangarei,Northland,Northland,WORK
Maromaku,Whangarei Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Maromaku,-35.47825535,174.14132759999995,Whangarei Central,-35.72846995,174.32430322,32.369026355086625,Far North,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Whangarei Central,-999,81,15,-999,-999,-999,-999,-999,-999,-999,99,Mangakahia-Hukerenui,-35.65301955,174.0023164,Whangarei Central,-35.72846995,174.32430322,30.26472599891327,Whangarei,Whangarei,Northland,Northland,WORK
Whangaruru,Whangarei Central,-999,120,15,-999,-999,-999,-999,-999,-999,-999,144,Whangaruru,-35.48991999,174.33501130000005,Whangarei Central,-35.72846995,174.32430322,26.543203308528863,Whangarei,Whangarei,Northland,Northland,WORK
Waipu,Whangarei Central,-999,63,18,-999,-999,-999,-999,-999,-999,-999,81,Waipu,-36.03330412,174.45082085,Whangarei Central,-35.72846995,174.32430322,35.76122204449049,Whangarei,Whangarei,Northland,Northland,WORK
Kaipara Coastal,Whangarei Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Kaipara Coastal,-35.72900181,173.65124289,Whangarei Central,-35.72846995,174.32430322,60.75505575069115,Kaipara,Whangarei,Northland,Northland,WORK
Maungaru,Whangarei Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Maungaru,-35.87696287,173.97089153,Whangarei Central,-35.72846995,174.32430322,35.894867178148345,Kaipara,Whangarei,Northland,Northland,WORK
Dargaville,Whangarei Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Dargaville,-35.93920158,173.86524045,Whangarei Central,-35.72846995,174.32430322,47.556874150119036,Kaipara,Whangarei,Northland,Northland,WORK
Ruawai-Matakohe,Whangarei Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Ruawai-Matakohe,-36.08477059,174.14649781,Whangarei Central,-35.72846995,174.32430322,42.732873958659354,Kaipara,Whangarei,Northland,Northland,WORK
Otamatea (Kaipara District),Whangarei Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Otamatea (Kaipara District),-36.20622411,174.32331996,Whangarei Central,-35.72846995,174.32430322,53.12391247324318,Kaipara,Whangarei,Northland,Northland,WORK
Mangawhai Rural,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangawhai Rural,-36.11738276,174.54557961,Whangarei Central,-35.72846995,174.32430322,47.61458599805511,Kaipara,Whangarei,Northland,Northland,WORK
Kawakawa,Port-Limeburners,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kawakawa,-35.37897674,174.07575504,Port-Limeburners,-35.74927345,174.33075178,47.195251598541276,Far North,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Port-Limeburners,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33,Mangakahia-Hukerenui,-35.65301955,174.0023164,Port-Limeburners,-35.74927345,174.33075178,31.529320214607946,Whangarei,Whangarei,Northland,Northland,WORK
Whangaruru,Port-Limeburners,-999,48,9,-999,-999,-999,-999,-999,-999,-999,57,Whangaruru,-35.48991999,174.33501130000005,Port-Limeburners,-35.74927345,174.33075178,28.841358994421693,Whangarei,Whangarei,Northland,Northland,WORK
Waipu,Port-Limeburners,-999,27,12,-999,-999,-999,-999,-999,-999,-999,36,Waipu,-36.03330412,174.45082085,Port-Limeburners,-35.74927345,174.33075178,33.383514203267175,Whangarei,Whangarei,Northland,Northland,WORK
Maungaru,Port-Limeburners,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Maungaru,-35.87696287,173.97089153,Port-Limeburners,-35.74927345,174.33075178,35.419406116910814,Kaipara,Whangarei,Northland,Northland,WORK
Dargaville,Port-Limeburners,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Dargaville,-35.93920158,173.86524045,Port-Limeburners,-35.74927345,174.33075178,46.97434778147842,Kaipara,Whangarei,Northland,Northland,WORK
Ruawai-Matakohe,Port-Limeburners,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ruawai-Matakohe,-36.08477059,174.14649781,Port-Limeburners,-35.74927345,174.33075178,40.829158773384115,Kaipara,Whangarei,Northland,Northland,WORK
Otatara,Maromaku,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Otatara,-46.43520129,168.28791931,Maromaku,-35.47825535,174.14132759999995,1312.8245060635056,Invercargill,Far North,Southland,Northland,WORK
Whangaruru,Mangakahia-Hukerenui,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Whangaruru,-35.48991999,174.33501130000005,Mangakahia-Hukerenui,-35.65301955,174.0023164,35.13328947399333,Whangarei,Whangarei,Northland,Northland,WORK
Granfield Reserve,Mangakahia-Hukerenui,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Granfield Reserve,-35.69015065,174.29505823,Mangakahia-Hukerenui,-35.65301955,174.0023164,26.764248631926183,Whangarei,Whangarei,Northland,Northland,WORK
Pukenui,Mangakahia-Hukerenui,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukenui,-35.74644668,174.25502298,Mangakahia-Hukerenui,-35.65301955,174.0023164,25.072826250734263,Whangarei,Whangarei,Northland,Northland,WORK
Tikipunga South,Mangakahia-Hukerenui,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Tikipunga South,-35.69457731,174.33166497,Mangakahia-Hukerenui,-35.65301955,174.0023164,30.106537854425444,Whangarei,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Kauri,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangakahia-Hukerenui,-35.65301955,174.0023164,Kauri,-35.62944367,174.28665672,25.82809411558361,Whangarei,Whangarei,Northland,Northland,WORK
Oakleigh-Mangapai,Kauri,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Oakleigh-Mangapai,-35.89588695,174.21595621,Kauri,-35.62944367,174.28665672,30.30613040248745,Whangarei,Whangarei,Northland,Northland,WORK
Bream Bay,Kauri,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Bream Bay,-35.91496801,174.38390319,Kauri,-35.62944367,174.28665672,32.938751265740564,Whangarei,Whangarei,Northland,Northland,WORK
Bream Head,Kauri,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Bream Head,-35.81913112,174.53591875,Kauri,-35.62944367,174.28665672,30.841461017975767,Whangarei,Whangarei,Northland,Northland,WORK
Waipu,Kauri,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipu,-36.03330412,174.45082085,Kauri,-35.62944367,174.28665672,47.28299927557593,Whangarei,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Kamo West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Mangakahia-Hukerenui,-35.65301955,174.0023164,Kamo West,-35.67006476,174.29507452,26.51649051199254,Whangarei,Whangarei,Northland,Northland,WORK
Oakleigh-Mangapai,Kamo West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Oakleigh-Mangapai,-35.89588695,174.21595621,Kamo West,-35.67006476,174.29507452,26.104818051794272,Whangarei,Whangarei,Northland,Northland,WORK
Marsden Bay,Kamo West,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Marsden Bay,-35.84344323,174.48686898,Kamo West,-35.67006476,174.29507452,25.907350836834016,Whangarei,Whangarei,Northland,Northland,WORK
Ruakaka,Kamo West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ruakaka,-35.87869623,174.45727498,Kamo West,-35.67006476,174.29507452,27.42818377313622,Whangarei,Whangarei,Northland,Northland,WORK
Bream Head,Kamo West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Bream Head,-35.81913112,174.53591875,Kamo West,-35.67006476,174.29507452,27.334879704784843,Whangarei,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Kamo Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangakahia-Hukerenui,-35.65301955,174.0023164,Kamo Central,-35.68486255,174.30491552,27.563565801941852,Whangarei,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Maunu-Horahora,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,36,Mangakahia-Hukerenui,-35.65301955,174.0023164,Maunu-Horahora,-35.73757136,174.29037127,27.65964055040033,Whangarei,Whangarei,Northland,Northland,WORK
Whangaruru,Maunu-Horahora,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Whangaruru,-35.48991999,174.33501130000005,Maunu-Horahora,-35.73757136,174.29037127,27.83167121077139,Whangarei,Whangarei,Northland,Northland,WORK
Waipu,Maunu-Horahora,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,27,Waipu,-36.03330412,174.45082085,Maunu-Horahora,-35.73757136,174.29037127,35.92067728979515,Whangarei,Whangarei,Northland,Northland,WORK
Maungaru,Maunu-Horahora,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Maungaru,-35.87696287,173.97089153,Maunu-Horahora,-35.73757136,174.29037127,32.71473788679237,Kaipara,Whangarei,Northland,Northland,WORK
Dargaville,Maunu-Horahora,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Dargaville,-35.93920158,173.86524045,Maunu-Horahora,-35.73757136,174.29037127,44.39895686494469,Kaipara,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Dargaville,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangakahia-Hukerenui,-35.65301955,174.0023164,Dargaville,-35.93920158,173.86524045,34.139142086024755,Whangarei,Kaipara,Northland,Northland,WORK
Maungatapere,Dargaville,-999,12,9,-999,-999,-999,-999,-999,-999,-999,21,Maungatapere,-35.76206371,174.15473729,Dargaville,-35.93920158,173.86524045,32.69180194617386,Whangarei,Kaipara,Northland,Northland,WORK
Maunu-Horahora,Dargaville,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Maunu-Horahora,-35.73757136,174.29037127,Dargaville,-35.93920158,173.86524045,44.39895686494469,Whangarei,Kaipara,Northland,Northland,WORK
Oakleigh-Mangapai,Dargaville,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Oakleigh-Mangapai,-35.89588695,174.21595621,Dargaville,-35.93920158,173.86524045,31.94796630803704,Whangarei,Kaipara,Northland,Northland,WORK
Kaipara Coastal,Dargaville,-999,378,63,24,-999,-999,-999,-999,-999,-999,468,Kaipara Coastal,-35.72900181,173.65124289,Dargaville,-35.93920158,173.86524045,30.306079078311228,Kaipara,Kaipara,Northland,Northland,WORK
Ruawai-Matakohe,Dargaville,-999,84,12,-999,-999,-999,-999,-999,-999,-999,105,Ruawai-Matakohe,-36.08477059,174.14649781,Dargaville,-35.93920158,173.86524045,30.032892040788692,Kaipara,Kaipara,Northland,Northland,WORK
Otamatea (Kaipara District),Dargaville,-999,12,9,-999,-999,-999,-999,-999,-999,-999,21,Otamatea (Kaipara District),-36.20622411,174.32331996,Dargaville,-35.93920158,173.86524045,50.759815182787854,Kaipara,Kaipara,Northland,Northland,WORK
Maungaturoto,Dargaville,-999,9,6,-999,-999,-999,-999,-999,-999,-999,15,Maungaturoto,-36.10952458,174.34693916,Dargaville,-35.93920158,173.86524045,47.278570118241355,Kaipara,Kaipara,Northland,Northland,WORK
Kaiwaka,Dargaville,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaiwaka,-36.20144738,174.41954369,Dargaville,-35.93920158,173.86524045,57.72630855812443,Kaipara,Kaipara,Northland,Northland,WORK
Whangaruru,Maungatapere,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Whangaruru,-35.48991999,174.33501130000005,Maungatapere,-35.76206371,174.15473729,34.368786526312434,Whangarei,Whangarei,Northland,Northland,WORK
Ruakaka,Maungatapere,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ruakaka,-35.87869623,174.45727498,Maungatapere,-35.76206371,174.15473729,30.20374418010527,Whangarei,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Tikipunga North,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangakahia-Hukerenui,-35.65301955,174.0023164,Tikipunga North,-35.68085136,174.32304772,29.138700787604378,Whangarei,Whangarei,Northland,Northland,WORK
Oakleigh-Mangapai,Tikipunga North,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Oakleigh-Mangapai,-35.89588695,174.21595621,Tikipunga North,-35.68085136,174.32304772,25.78830934808049,Whangarei,Whangarei,Northland,Northland,WORK
Mangakahia-Hukerenui,Kensington (Whangarei District),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Mangakahia-Hukerenui,-35.65301955,174.0023164,Kensington (Whangarei District),-35.71310137,174.30833235,28.434930697936203,Whangarei,Whangarei,Northland,Northland,WORK
Waipu,Kensington (Whangarei District),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipu,-36.03330412,174.45082085,Kensington (Whangarei District),-35.71310137,174.30833235,37.848910436985896,Whangarei,Whangarei,Northland,Northland,WORK
Raumanga,Whangaruru,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Raumanga,-35.74968804,174.29896302,Whangaruru,-35.48991999,174.33501130000005,29.068093315094576,Whangarei,Whangarei,Northland,Northland,WORK
Whangaruru,Woodhill-Vinetown,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Whangaruru,-35.48991999,174.33501130000005,Woodhill-Vinetown,-35.727035,174.30955264,26.46624833278939,Whangarei,Whangarei,Northland,Northland,WORK
Whangaruru,Pukenui,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Whangaruru,-35.48991999,174.33501130000005,Pukenui,-35.74644668,174.25502298,29.426559696644762,Whangarei,Whangarei,Northland,Northland,WORK
Whangaruru,Marsden Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Whangaruru,-35.48991999,174.33501130000005,Marsden Bay,-35.84344323,174.48686898,41.63494451228465,Whangarei,Whangarei,Northland,Northland,WORK
Matarau,Marsden Bay,-999,9,-999,6,-999,-999,-999,-999,-999,-999,15,Matarau,-35.66728748,174.20987157,Marsden Bay,-35.84344323,174.48686898,31.755972276871447,Whangarei,Whangarei,Northland,Northland,WORK
Kauri,Marsden Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Kauri,-35.62944367,174.28665672,Marsden Bay,-35.84344323,174.48686898,29.87954017911994,Whangarei,Whangarei,Northland,Northland,WORK
Maungatapere,Marsden Bay,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Maungatapere,-35.76206371,174.15473729,Marsden Bay,-35.84344323,174.48686898,31.289682927470242,Whangarei,Whangarei,Northland,Northland,WORK
Kamo West,Marsden Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kamo West,-35.67006476,174.29507452,Marsden Bay,-35.84344323,174.48686898,25.907350836834016,Whangarei,Whangarei,Northland,Northland,WORK
Oakleigh-Mangapai,Marsden Bay,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Oakleigh-Mangapai,-35.89588695,174.21595621,Marsden Bay,-35.84344323,174.48686898,25.09800008485997,Whangarei,Whangarei,Northland,Northland,WORK
Whangaruru,Tarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Whangaruru,-35.48991999,174.33501130000005,Tarewa,-35.7418305,174.30903757,28.109397737884027,Whangarei,Whangarei,Northland,Northland,WORK
Waipu,Tarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipu,-36.03330412,174.45082085,Tarewa,-35.7418305,174.30903757,34.836421922852594,Whangarei,Whangarei,Northland,Northland,WORK
Matarau,Ruakaka,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Matarau,-35.66728748,174.20987157,Ruakaka,-35.87869623,174.45727498,32.41581228086567,Whangarei,Whangarei,Northland,Northland,WORK
Maungatapere,Ruakaka,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Maungatapere,-35.76206371,174.15473729,Ruakaka,-35.87869623,174.45727498,30.20374418010527,Whangarei,Whangarei,Northland,Northland,WORK
Kamo East,Ruakaka,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kamo East,-35.67747272,174.30980246,Ruakaka,-35.87869623,174.45727498,26.031303598411064,Whangarei,Whangarei,Northland,Northland,WORK
Kamo Central,Ruakaka,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kamo Central,-35.68486255,174.30491552,Ruakaka,-35.87869623,174.45727498,25.562455126268848,Whangarei,Whangarei,Northland,Northland,WORK
Oakleigh-Mangapai,Abbey Caves-Glenbervie,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Oakleigh-Mangapai,-35.89588695,174.21595621,Abbey Caves-Glenbervie,-35.70399025,174.36122936,25.039173546958367,Whangarei,Whangarei,Northland,Northland,WORK
Oakleigh-Mangapai,Kamo East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Oakleigh-Mangapai,-35.89588695,174.21595621,Kamo East,-35.67747272,174.30980246,25.719518423656755,Whangarei,Whangarei,Northland,Northland,WORK
Maungatapere,Bream Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Maungatapere,-35.76206371,174.15473729,Bream Bay,-35.91496801,174.38390319,26.754600928836837,Whangarei,Whangarei,Northland,Northland,WORK
Tikipunga South,Waipu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tikipunga South,-35.69457731,174.33166497,Waipu,-36.03330412,174.45082085,39.165343217435655,Whangarei,Whangarei,Northland,Northland,WORK
Oakleigh-Mangapai,Waipu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Oakleigh-Mangapai,-35.89588695,174.21595621,Waipu,-36.03330412,174.45082085,26.08212805561996,Whangarei,Whangarei,Northland,Northland,WORK
Marsden Bay,Oakleigh-Mangapai,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Marsden Bay,-35.84344323,174.48686898,Oakleigh-Mangapai,-35.89588695,174.21595621,25.09800008485997,Whangarei,Whangarei,Northland,Northland,WORK
Waipu,Oakleigh-Mangapai,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipu,-36.03330412,174.45082085,Oakleigh-Mangapai,-35.89588695,174.21595621,26.08212805561996,Whangarei,Whangarei,Northland,Northland,WORK
Ruakaka,Maungaturoto,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Ruakaka,-35.87869623,174.45727498,Maungaturoto,-36.10952458,174.34693916,27.51953590142823,Whangarei,Kaipara,Northland,Northland,WORK
Dargaville,Maungaturoto,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Dargaville,-35.93920158,173.86524045,Maungaturoto,-36.10952458,174.34693916,47.278570118241355,Kaipara,Kaipara,Northland,Northland,WORK
Maungaru,Kaipara Coastal,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Maungaru,-35.87696287,173.97089153,Kaipara Coastal,-35.72900181,173.65124289,33.19138946080217,Kaipara,Kaipara,Northland,Northland,WORK
Dargaville,Kaipara Coastal,-999,57,18,24,-999,-999,-999,-999,-999,-999,105,Dargaville,-35.93920158,173.86524045,Kaipara Coastal,-35.72900181,173.65124289,30.306079078311228,Kaipara,Kaipara,Northland,Northland,WORK
Kaipara Coastal,Ruawai-Matakohe,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Kaipara Coastal,-35.72900181,173.65124289,Ruawai-Matakohe,-36.08477059,174.14649781,59.62006275290742,Kaipara,Kaipara,Northland,Northland,WORK
Maungaru,Ruawai-Matakohe,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Maungaru,-35.87696287,173.97089153,Ruawai-Matakohe,-36.08477059,174.14649781,27.99313834904419,Kaipara,Kaipara,Northland,Northland,WORK
Dargaville,Ruawai-Matakohe,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24,Dargaville,-35.93920158,173.86524045,Ruawai-Matakohe,-36.08477059,174.14649781,30.032892040788692,Kaipara,Kaipara,Northland,Northland,WORK
Kaipara Coastal,Maungaru,-999,15,-999,6,-999,-999,-999,-999,-999,-999,30,Kaipara Coastal,-35.72900181,173.65124289,Maungaru,-35.87696287,173.97089153,33.19138946080217,Kaipara,Kaipara,Northland,Northland,WORK
Ruawai-Matakohe,Maungaru,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Ruawai-Matakohe,-36.08477059,174.14649781,Maungaru,-35.87696287,173.97089153,27.99313834904419,Kaipara,Kaipara,Northland,Northland,WORK
Ruawai-Matakohe,Kaiwaka,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Ruawai-Matakohe,-36.08477059,174.14649781,Kaiwaka,-36.20144738,174.41954369,27.739159465698474,Kaipara,Kaipara,Northland,Northland,WORK
Mangawhai Heads,Otamatea (Kaipara District),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangawhai Heads,-36.09442027,174.58406666,Otamatea (Kaipara District),-36.20622411,174.32331996,26.507695054164092,Kaipara,Kaipara,Northland,Northland,WORK
Maungaturoto,Wellsford,-999,-999,6,6,-999,-999,-999,-999,-999,-999,15,Maungaturoto,-36.10952458,174.34693916,Wellsford,-36.2928483,174.52152782,25.7088426927986,Kaipara,Rodney,Northland,Auckland,WORK
Algies Bay-Scotts Landing,Wellsford,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Algies Bay-Scotts Landing,-36.45696537,174.74610372,Wellsford,-36.2928483,174.52152782,27.152863858823448,Rodney,Rodney,Auckland,Auckland,WORK
Kaiwaka,Warkworth East,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Kaiwaka,-36.20144738,174.41954369,Warkworth East,-36.40528692,174.66791942,31.766778411258944,Kaipara,Rodney,Northland,Auckland,WORK
Mangawhai Rural,Warkworth East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangawhai Rural,-36.11738276,174.54557961,Warkworth East,-36.40528692,174.66791942,33.8405052630971,Kaipara,Rodney,Northland,Auckland,WORK
Mangawhai Heads,Warkworth East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangawhai Heads,-36.09442027,174.58406666,Warkworth East,-36.40528692,174.66791942,35.37517278650493,Kaipara,Rodney,Northland,Auckland,WORK
Whangaparoa Central,Warkworth East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Whangaparoa Central,-36.63661523,174.73358327,Warkworth East,-36.40528692,174.66791942,26.383314494524907,Rodney,Rodney,Auckland,Auckland,WORK
Manly East,Warkworth East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Manly East,-36.63338986,174.76128799,Warkworth East,-36.40528692,174.66791942,26.700994158397986,Rodney,Rodney,Auckland,Auckland,WORK
Kaiwaka,Warkworth West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Kaiwaka,-36.20144738,174.41954369,Warkworth West,-36.38893228,174.65160073,29.447091697387943,Kaipara,Rodney,Northland,Auckland,WORK
Mangawhai Rural,Warkworth West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangawhai Rural,-36.11738276,174.54557961,Warkworth West,-36.38893228,174.65160073,31.656160966801338,Kaipara,Rodney,Northland,Auckland,WORK
Mangawhai Heads,Warkworth West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Mangawhai Heads,-36.09442027,174.58406666,Warkworth West,-36.38893228,174.65160073,33.303595429846496,Kaipara,Rodney,Northland,Auckland,WORK
Waitoki,Warkworth West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waitoki,-36.63734759,174.58423463,Warkworth West,-36.38893228,174.65160073,28.27100640920495,Rodney,Rodney,Auckland,Auckland,WORK
Stanmore Bay West,Warkworth West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Stanmore Bay West,-36.62300197,174.72724226,Warkworth West,-36.38893228,174.65160073,26.891080825179163,Rodney,Rodney,Auckland,Auckland,WORK
Stanmore Bay East,Warkworth West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Stanmore Bay East,-36.6293262,174.74176363,Warkworth West,-36.38893228,174.65160073,27.91879580480891,Rodney,Rodney,Auckland,Auckland,WORK
Mangawhai Heads,North Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangawhai Heads,-36.09442027,174.58406666,North Harbour,-36.74630474,174.71502975,73.42728842100307,Kaipara,Waitakere,Northland,Auckland,WORK
