SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Millwater North,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Millwater North,-36.6014983,174.67227556,Queen Street,-36.84774104,174.76524972,28.607317798565806,Rodney,Waitakere,EDUCATION
Waikanae East,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikanae East,-40.86699218,175.07883134,Wellington University,-41.289084,174.7676253,53.69621076688085,Kapiti Coast,Wellington,EDUCATION
Ngapara,Lower Waitaki,-999,-999,15,-999,-999,-999,57,-999,-999,-999,75,Ngapara,-45.06213909,170.69741781,Lower Waitaki,-45.00239341,171.02035686,26.232469859897904,Waitaki,Waitaki,EDUCATION
Ararimu,Remuera North,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Ararimu,-37.14686222,175.08246983,Remuera North,-36.86848079999999,174.8040065,39.617796005929854,Franklin,Waitakere,EDUCATION
Mount Messenger,Waitara East,-999,-999,6,-999,-999,-999,42,-999,-999,-999,48,Mount Messenger,-38.92321069,174.62433902,Waitara East,-38.99532406,174.24390005,33.85764779620407,New Plymouth,New Plymouth,EDUCATION
Bucklands Crossing,Maori Hill,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Bucklands Crossing,-45.62493912,170.53249892,Maori Hill,-45.85777797,170.50064652,26.008226798995302,Dunedin,Dunedin,EDUCATION
Ramarama,Remuera North,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Ramarama,-37.15945142,174.93408164,Remuera North,-36.86848079999999,174.8040065,34.35391912850477,Franklin,Waitakere,EDUCATION
Putararu,Matamata South,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,21,Putararu,-38.05293796,175.78466514,Matamata South,-37.81753128,175.77119821,26.202659135268803,South Waikato,Matamata-Piako,EDUCATION
Miranda-Pukorokoro,Ngatea,-999,-999,9,-999,-999,-999,24,-999,-999,-999,33,Miranda-Pukorokoro,-37.11354894,175.27611278,Ngatea,-37.27899729,175.4915105,26.503727601264888,Franklin,Hauraki,EDUCATION
Red Hill,Queen Street,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Red Hill,-37.06738541,174.97729374,Queen Street,-36.84774104,174.76524972,30.84603708691532,Franklin,Waitakere,EDUCATION
Marotiri,Paraonui,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,18,Marotiri,-38.51214377,175.78064218,Paraonui,-38.21178412,175.8515199,33.965372362966015,Taupo,South Waikato,EDUCATION
Rooseville Park,Auckland-University,-999,6,-999,9,-999,-999,-999,-999,-999,-999,18,Rooseville Park,-37.19697684,174.91307633,Auckland-University,-36.85143057,174.76906469,40.494138652614396,Franklin,Waitakere,EDUCATION
Waihemo,Glen Warren,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Waihemo,-45.39244142,170.55159550000005,Glen Warren,-45.09087588,170.9672687,46.72888424211784,Waitaki,Waitaki,EDUCATION
Bombay Hills,Auckland-University,-999,6,-999,12,-999,-999,-999,-999,-999,-999,24,Bombay Hills,-37.17536804,175.0022561,Auckland-University,-36.85143057,174.76906469,41.54681222023019,Franklin,Waitakere,EDUCATION
Wharekaka,Centennial Crescent,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Wharekaka,-38.4322622,178.15682921,Centennial Crescent,-38.66282628,178.00942769999997,28.66361736400599,Gisborne,Gisborne,EDUCATION
Rakaia,Allenton East,-999,-999,-999,-999,-999,-999,27,-999,-999,-999,33,Rakaia,-43.74700637,172.00903425,Allenton East,-43.89118299,171.75756446,25.76948715432319,Ashburton,Ashburton,EDUCATION
Allenton North,Timaru Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Allenton North,-43.88205658,171.74512562,Timaru Central,-44.39838399,171.2514175,69.62981094242343,Ashburton,Timaru,EDUCATION
Takanini South,Queen Street,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Takanini South,-37.04157360000001,174.93888309,Queen Street,-36.84774104,174.76524972,26.507410092894787,Franklin,Waitakere,EDUCATION
Pukerua Bay,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukerua Bay,-41.04419545,174.87349264,Thorndon,-41.27246445,174.77422734,26.70813596540657,Porirua,Wellington,EDUCATION
Waingarara-Waimana,Allandale,-999,-999,15,-999,-999,-999,27,-999,-999,-999,45,Waingarara-Waimana,-38.28225314,177.02173872,Allandale,-37.96801926,176.98635382,35.078037823699496,Whakatane,Whakatane,EDUCATION
Pauatahanui,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Pauatahanui,-41.09485489,174.94674014,Wellington University,-41.289084,174.7676253,26.288121356234733,Porirua,Wellington,EDUCATION
Cape Hill,Auckland-University,-999,9,-999,9,-999,-999,-999,-999,-999,-999,15,Cape Hill,-37.18797047,174.91071330000003,Auckland-University,-36.85143057,174.76906469,39.47807864655401,Franklin,Waitakere,EDUCATION
Katikati,Greerton South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Katikati,-37.55213437,175.92548294,Greerton South,-37.72765679,176.12518714,26.27023390691473,Western Bay of Plenty,Western Bay of Plenty,EDUCATION
Douglas,Toko,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,Douglas,-39.24071688,174.62972523,Toko,-39.31711879,174.34830199,25.669515058343645,Stratford,Stratford,EDUCATION
Mangaonuku,McLean Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangaonuku,-39.80378374,176.41709256,McLean Park,-39.5083024,176.9160949,53.89221375551148,Central Hawke's Bay,Hastings,EDUCATION
Rosehill,Queen Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Rosehill,-37.0807433,174.93811005,Queen Street,-36.84774104,174.76524972,30.118509194281103,Franklin,Waitakere,EDUCATION
Ohakuri,Marotiri,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ohakuri,-38.52137003,176.09477746,Marotiri,-38.51214377,175.78064218,27.34957244973744,Taupo,Taupo,EDUCATION
Loburn,Strowan,-999,-999,6,-999,-999,-999,-999,6,-999,-999,18,Loburn,-43.23066472,172.51680596,Strowan,-43.50761954,172.60874654,31.68000870166047,Waimakariri,Christchurch,EDUCATION
Kaipara Hills,Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Kaipara Hills,-36.46348663,174.48881947,Auckland-University,-36.85143057,174.76906469,49.85739480436474,Rodney,Waitakere,EDUCATION
Frasertown-Ruakituri,Wairoa,-999,-999,24,-999,-999,-999,27,-999,-999,-999,54,Frasertown-Ruakituri,-38.79568211,177.34997241,Wairoa,-39.03908469,177.41898076,27.71580050367741,Wairoa,Wairoa,EDUCATION
Martinborough,Opaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Martinborough,-41.21981971,175.45862537,Opaki,-40.90223549,175.65959234,39.127538988969576,South Wairarapa,Masterton,EDUCATION
Danseys Pass,Oamaru North Milner Park,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,21,Danseys Pass,-44.89434996,170.50210901,Oamaru North Milner Park,-45.06404471,171.0000369,43.473044960659074,Waitaki,Waitaki,EDUCATION
Aviemore,Twizel,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Aviemore,-44.47471306,169.95056342,Twizel,-44.26855663,170.09376847,25.59396140612938,Waitaki,Mackenzie,EDUCATION
Aongatete,Tauranga South,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Aongatete,-37.61688515,175.89393796,Tauranga South,-37.7084259,176.15681961,25.27978573715184,Western Bay of Plenty,Western Bay of Plenty,EDUCATION
Ashley-Sefton,Ilam University,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Ashley-Sefton,-43.24549574,172.65358254,Ilam University,-43.52336127,172.57826459,31.49104301651608,Waimakariri,Christchurch,EDUCATION
Huntly East,Hamilton Central,-999,18,-999,-999,-999,-999,-999,9,-999,-999,30,Huntly East,-37.55408564,175.16553246,Hamilton Central,-37.78938082,175.28203067,28.101029093342486,Waikato,Hamilton,EDUCATION
Manutahi-Waitotora,Ramanui,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Manutahi-Waitotora,-39.78384701,174.57529167,Ramanui,-39.60612482,174.27478512,32.428269844866826,South Taranaki,South Taranaki,EDUCATION
Waikanae West,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,Waikanae West,-40.86597934,175.06643407,Wellington University,-41.289084,174.7676253,53.298637726957175,Kapiti Coast,Wellington,EDUCATION
Totara Park,Wellington Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Totara Park,-41.1093256,175.08443163,Wellington Central,-41.2849345,174.77572593,32.37941862879475,Upper Hutt,Wellington,EDUCATION
Hamilton West,Auckland-University,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Hamilton West,-37.80074182,175.2844169,Auckland-University,-36.85143057,174.76906469,114.97375248901724,Hamilton,Waitakere,EDUCATION
Kaipara Coastal,Ruawai-Matakohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaipara Coastal,-35.72900181,173.65124289,Ruawai-Matakohe,-36.08477059,174.14649781,59.62006275290742,Kaipara,Kaipara,EDUCATION
Danseys Pass,Glen Warren,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Danseys Pass,-44.89434996,170.50210901,Glen Warren,-45.09087588,170.9672687,42.60904585761797,Waitaki,Waitaki,EDUCATION
Featherston,Kuripuni,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,9,Featherston,-41.11610965,175.32429671,Kuripuni,-40.95167579,175.64326344,32.404938435659645,South Wairarapa,Masterton,EDUCATION
Pirongia Forest,Sherwin Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pirongia Forest,-38.07790098,174.95930582,Sherwin Park,-38.01763951,175.33600784,33.65985910779364,Otorohanga,Waipa,EDUCATION
Awatere,Whitney East,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,21,Awatere,-42.09611412,173.2944504,Whitney East,-41.52059859,173.95891011,84.42810407181892,Marlborough,Marlborough,EDUCATION
Mangaroa,Pipitea-Kaiwharawhara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangaroa,-41.15669260000001,175.11790375,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,30.650288408156452,Upper Hutt,Wellington,EDUCATION
Plimmerton,Wellington University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,27,Plimmerton,-41.06768493,174.86039572,Wellington University,-41.289084,174.7676253,25.81376362026568,Porirua,Wellington,EDUCATION
Rangiora North East,Christchurch Central-South,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Rangiora North East,-43.29742452,172.60089954,Christchurch Central-South,-43.53815861,172.64240289,26.977480575771942,Waimakariri,Christchurch,EDUCATION
Raumati Beach West,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Raumati Beach West,-40.91582202,174.98216422,Wellington University,-41.289084,174.7676253,45.23037277942835,Kapiti Coast,Wellington,EDUCATION
Springston,Christchurch Central-South,-999,24,-999,-999,-999,6,-999,6,-999,-999,42,Springston,-43.65558055,172.37556591,Christchurch Central-South,-43.53815861,172.64240289,25.143777766665245,Selwyn,Christchurch,EDUCATION
Waipa Valley,Otorohanga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipa Valley,-38.45839327,175.27657366,Otorohanga,-38.18318495,175.21677363,31.043253157315718,Waitomo,Otorohanga,EDUCATION
Oreti River,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Oreti River,-46.00268489,168.31789888,Georgetown,-46.41932389,168.36900636,46.49475013548839,Southland,Invercargill,EDUCATION
Trentham North,Mount Cook East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Trentham North,-41.1328255,175.04564394,Mount Cook East,-41.30251481,174.77750144,29.309344851257645,Upper Hutt,Wellington,EDUCATION
Anselmi Ridge,Mangere Mountain View,-999,-999,9,-999,-999,-999,9,-999,-999,-999,15,Anselmi Ridge,-37.18633345,174.93550996,Mangere Mountain View,-36.95251573,174.78585990000005,29.193404700172177,Franklin,Manukau,EDUCATION
Whangaruru,Morningside (Whangarei District),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Whangaruru,-35.48991999,174.33501130000005,Morningside (Whangarei District),-35.73638776,174.32005673,27.439286987014267,Whangarei,Whangarei,EDUCATION
Awatere,Blenheim Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Awatere,-42.09611412,173.2944504,Blenheim Central,-41.51522392,173.96254647,85.07934000276835,Marlborough,Marlborough,EDUCATION
Southbridge,Ilam University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Southbridge,-43.79254412,172.21023844,Ilam University,-43.52336127,172.57826459,42.1004277617351,Selwyn,Christchurch,EDUCATION
Normanby-Tawhiti,Stratford North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Normanby-Tawhiti,-39.58187479,174.31137817,Stratford North,-39.32802895,174.28261319,28.334203815096746,South Taranaki,Stratford,EDUCATION
Putararu Rural,Hillcrest West (Hamilton City),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Putararu Rural,-38.09657792,175.73244372,Hillcrest West (Hamilton City),-37.79546663,175.31326581,49.720027419728325,South Waikato,Hamilton,EDUCATION
Pauanui,Ngatea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Pauanui,-37.03385041,175.85488182,Ngatea,-37.27899729,175.4915105,42.190601750193956,Thames-Coromandel,Hauraki,EDUCATION
Ashburton Forks,Highfield North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ashburton Forks,-43.78492258,171.43181981,Highfield North,-44.38615156,171.22318733,68.89903991819524,Ashburton,Timaru,EDUCATION
Oroua Downs,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Oroua Downs,-40.32828797,175.2906718,Tremaine,-40.33969042,175.59865691,26.136244333727607,Manawatu,Palmerston North,EDUCATION
Starvation Hill-Cust,Christchurch Central-South,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Starvation Hill-Cust,-43.29262485,172.36275322,Christchurch Central-South,-43.53815861,172.64240289,35.434436801008616,Waimakariri,Christchurch,EDUCATION
Raglan,Hamilton Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Raglan,-37.81138720000001,174.8538483,Hamilton Central,-37.78938082,175.28203067,37.69989779574953,Waikato,Hamilton,EDUCATION
Milton,Dunedin Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Milton,-46.12167234,169.96750182,Dunedin Central,-45.87712471,170.50291221,49.49549208758371,Clutha,Dunedin,EDUCATION
Rosa Birch Park,Queen Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Rosa Birch Park,-37.20705288,174.89590149999995,Queen Street,-36.84774104,174.76524972,41.603035506393034,Franklin,Waitakere,EDUCATION
Ngongotaha East,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ngongotaha East,-38.06283551,176.21388396,Auckland-University,-36.85143057,174.76906469,185.49044375649868,Rotorua,Waitakere,EDUCATION
Waikaka,Riversdale-Piano Flat,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,18,Waikaka,-45.96604044,168.98043741,Riversdale-Piano Flat,-45.48645863,169.03162811,53.47490072323534,Gore,Southland,EDUCATION
Tauherenikau,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tauherenikau,-41.06390044,175.36907465,Wellington University,-41.289084,174.7676253,56.221656762556044,South Wairarapa,Wellington,EDUCATION
Wairoa,Frasertown-Ruakituri,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,18,Wairoa,-39.03908469,177.41898076,Frasertown-Ruakituri,-38.79568211,177.34997241,27.71580050367741,Wairoa,Wairoa,EDUCATION
Glenview,Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Glenview,-37.81914877,175.29054836,Auckland-University,-36.85143057,174.76906469,117.06593820635294,Hamilton,Waitakere,EDUCATION
Pohangina-Apiti,Tremaine,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Pohangina-Apiti,-40.07201708,175.91250803,Tremaine,-40.33969042,175.59865691,39.953427997597025,Manawatu,Palmerston North,EDUCATION
Martinborough,Kuripuni,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,Martinborough,-41.21981971,175.45862537,Kuripuni,-40.95167579,175.64326344,33.59272218523541,South Wairarapa,Masterton,EDUCATION
Whitikahu,Hamilton West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Whitikahu,-37.57098670000001,175.31718590000003,Hamilton West,-37.80074182,175.2844169,25.70982277107749,Waikato,Hamilton,EDUCATION
Tangiwai,Kimbolton North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tangiwai,-39.36236325,175.16766499,Kimbolton North,-40.2074565,175.58214784,100.42234824609459,Ruapehu,Manawatu,EDUCATION
Bridge Pa,Maraekakaho,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Bridge Pa,-39.63313082,176.76284806,Maraekakaho,-39.62634976,176.29699518,39.90288899551901,Hastings city,Hastings,EDUCATION
Huntly West,Resthill,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Huntly West,-37.53603123,175.13873674,Resthill,-37.82572526,175.28737408,34.76699276533997,Waikato,Hamilton,EDUCATION
Mangakahia-Hukerenui,Kamo Central,-999,-999,9,-999,-999,-999,15,-999,-999,-999,24,Mangakahia-Hukerenui,-35.65301955,174.0023164,Kamo Central,-35.68486255,174.30491552,27.563565801941852,Whangarei,Whangarei,EDUCATION
Strath Taieri,Dunedin Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Strath Taieri,-45.63286905,170.1227055,Dunedin Central,-45.87712471,170.50291221,40.09717227572764,Dunedin,Dunedin,EDUCATION
Maheno,Oamaru North Milner Park,-999,-999,12,-999,-999,-999,45,-999,-999,-999,63,Maheno,-45.27731871,170.70534409,Oamaru North Milner Park,-45.06404471,171.0000369,33.107115083492985,Waitaki,Waitaki,EDUCATION
Waitoa-Ngarua,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waitoa-Ngarua,-37.64354365,175.70496716,Hillcrest West (Hamilton City),-37.79546663,175.31326581,38.37146855640479,Matamata-Piako,Hamilton,EDUCATION
Upper Wairau ,Riversdale-Islington,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Upper Wairau,-41.71793751,173.30406264,Riversdale-Islington,-41.50646403,173.96708444,59.926736541959926,Marlborough,Marlborough,EDUCATION
Karaka Lakes,Auckland-University,-999,9,-999,21,-999,-999,-999,-999,-999,-999,30,Karaka Lakes,-37.08456461,174.92648385,Auckland-University,-36.85143057,174.76906469,29.45519248377344,Franklin,Waitakere,EDUCATION
Taurekaitai,Mangarara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Taurekaitai,-40.20716661,176.53337716,Mangarara,-39.99003717,176.76264858,31.03565368308004,Central Hawke's Bay,Central Hawke's Bay,EDUCATION
Turakina,Kimbolton North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Turakina,-40.0113956,175.25773896,Kimbolton North,-40.2074565,175.58214784,35.1628597159187,Rangitikei,Manawatu,EDUCATION
Ebdentown,Mount Cook East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ebdentown,-41.11875719,175.07244049,Mount Cook East,-41.30251481,174.77750144,32.03448834051226,Upper Hutt,Wellington,EDUCATION
Toko,Douglas,-999,-999,39,-999,-999,-999,9,-999,-999,-999,48,Toko,-39.31711879,174.34830199,Douglas,-39.24071688,174.62972523,25.669515058343645,Stratford,Stratford,EDUCATION
Hamilton Estate,Auckland-University,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,12,Hamilton Estate,-37.24583465,174.73952417,Auckland-University,-36.85143057,174.76906469,43.934021413509605,Franklin,Waitakere,EDUCATION
Birchville-Brown Owl,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,Birchville-Brown Owl,-41.08596013,175.11315290000005,Wellington University,-41.289084,174.7676253,36.69001545059531,Upper Hutt,Wellington,EDUCATION
Rangiuru,Brookfield East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Rangiuru,-37.85543327,176.33462575,Brookfield East,-37.68730456,176.14143485,25.255578146867386,Western Bay of Plenty,Western Bay of Plenty,EDUCATION
Puniu,Hautapu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Puniu,-38.28518422,175.55136504,Hautapu,-37.87894521,175.44370869,46.1439925506002,Otorohanga,Waipa,EDUCATION
Pegasus,Ilam University,-999,18,6,-999,-999,-999,-999,-999,-999,-999,27,Pegasus,-43.31136296,172.6965139,Ilam University,-43.52336127,172.57826459,25.43442511212871,Waimakariri,Christchurch,EDUCATION
Mangaiti,Hillcrest West (Hamilton City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Mangaiti,-37.50073616,175.62867197,Hillcrest West (Hamilton City),-37.79546663,175.31326581,42.95513014696437,Matamata-Piako,Hamilton,EDUCATION
Putararu Rural,Goodfellow Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Putararu Rural,-38.09657792,175.73244372,Goodfellow Park,-38.00680748,175.31677998,37.7399201518784,South Waikato,Waipa,EDUCATION
Cloverlea (Auckland),Otara Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Cloverlea (Auckland),-37.21592548,174.8926362,Otara Central,-36.95593456,174.87677994,28.943865567389498,Franklin,Manukau,EDUCATION
Cape Hill,Otara Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Cape Hill,-37.18797047,174.91071330000003,Otara Central,-36.95593456,174.87677994,25.976263265543448,Franklin,Manukau,EDUCATION
Millwater South,Silverdale (Hamilton City),-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Millwater South,-36.61231012,174.67000848,Silverdale (Hamilton City),-37.79128988,175.32912389,143.50535156633458,Rodney,Waikato,EDUCATION
Wharekaka,Riverdale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wharekaka,-38.4322622,178.15682921,Riverdale,-38.64381481,177.99767123,27.29441174398668,Gisborne,Gisborne,EDUCATION
Ohai-Nightcaps,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ohai-Nightcaps,-45.89093509,168.02614043,Georgetown,-46.41932389,168.36900636,64.41652297100941,Southland,Invercargill,EDUCATION
Waipawa,Frimley,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Waipawa,-39.93975904,176.5913431,Frimley,-39.62166848,176.82925988,40.79677231187488,Central Hawke's Bay,Hastings city,EDUCATION
Aka Aka,Manukau Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Aka Aka,-37.29132737,174.77509206,Manukau Central,-36.99138991,174.86947528,34.38479300328398,Franklin,Manukau,EDUCATION
Tokomaru,Wharekaka,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,24,Tokomaru,-38.07908632,178.14017739,Wharekaka,-38.4322622,178.15682921,39.29827254178379,Gisborne,Gisborne,EDUCATION
Pyes Pa West,Eureka-Tauwhare,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Pyes Pa West,-37.75427199,176.1087299,Eureka-Tauwhare,-37.73963043,175.43296094,59.43867859121032,Western Bay of Plenty,Waikato,EDUCATION
Hinuera,Bethlehem Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Hinuera,-37.87610156,175.72059543,Bethlehem Central,-37.7065879,176.11498118,39.44960043614302,Matamata-Piako,Western Bay of Plenty,EDUCATION
Titoki,Turitea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Titoki,-39.93592026,175.00997642,Turitea,-40.39053678,175.60862529,71.71618202541649,Wanganui,Palmerston North,EDUCATION
Pongakawa,Greerton South,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Pongakawa,-37.89305456,176.49614474,Greerton South,-37.72765679,176.12518714,37.419673822885045,Western Bay of Plenty,Western Bay of Plenty,EDUCATION
Takanini Central,Auckland-University,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,15,Takanini Central,-37.05069884,174.92586896,Auckland-University,-36.85143057,174.76906469,26.174632852648514,Franklin,Waitakere,EDUCATION
Karamea,Buller Coalfields,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Karamea,-41.29229662,172.26451215,Buller Coalfields,-41.7281935,171.86681611,58.70155508425428,Buller,Buller,EDUCATION
Taurekaitai,Frimley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Taurekaitai,-40.20716661,176.53337716,Frimley,-39.62166848,176.82925988,69.82384599807995,Central Hawke's Bay,Hastings city,EDUCATION
Morrinsville West,Hamilton Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Morrinsville West,-37.65791668,175.51913057,Hamilton Central,-37.78938082,175.28203067,25.46671998733732,Matamata-Piako,Hamilton,EDUCATION
