SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Hautapu Rural,Te Rapa South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Hautapu Rural,-37.84547487,175.44126339,Te Rapa South,-37.76141322,175.24114614,19.911995444367626,Waipa,Hamilton,WORK
West Harbour Clearwater Cove,Kelston South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,West Harbour Clearwater Cove,-36.81054038,174.63704103,Kelston South,-36.90380643,174.66266792,10.618392312965252,Waitakere,Waitakere,WORK
Papatoetoe South West,Hobson Ridge North,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Papatoetoe South West,-36.98945511,174.84681066,Hobson Ridge North,-36.84707104,174.76276914,17.50668587889538,Franklin,Waitakere,WORK
Takaka Hills,Motueka West,-999,33,9,-999,-999,-999,-999,-999,-999,-999,48,Takaka Hills,-41.05045126,172.92413331,Motueka West,-41.12544913,172.99560963,10.267845634856275,Tasman,Tasman,WORK
St Lukes,Mount Wellington Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,St Lukes,-36.88180554,174.73133048,Mount Wellington Industrial,-36.92046064,174.85162182,11.527565003293162,Waitakere,Waitakere,WORK
Te Awamutu Stadium,Frankton Junction ,-999,15,12,-999,-999,-999,-999,-999,-999,-999,30,Te Awamutu Stadium,-38.0160303,175.31531928,Frankton Junction,-37.79650916,175.26255885,24.844661361457707,Waipa,Hamilton,WORK
Otamatea (Kaipara District),Whangarei Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Otamatea (Kaipara District),-36.20622411,174.32331996,Whangarei Central,-35.72846995,174.32430322,53.12391247324318,Kaipara,Whangarei,WORK
Totara Park,Petone Central,-999,24,12,-999,-999,-999,-999,-999,-999,-999,39,Totara Park,-41.1093256,175.08443163,Petone Central,-41.22362356,174.86969444,22.014366406992846,Upper Hutt,Hutt city,WORK
Randwick Park East,Otahuhu Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Randwick Park East,-37.01986261,174.91783022,Otahuhu Industrial,-36.9501703,174.82798415,11.123783494827011,Franklin,Manukau,WORK
Massey South,Symonds Street West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,Massey South,-36.84994988,174.61625895,Symonds Street West,-36.8567668,174.76333185,13.107774532775911,Waitakere,Waitakere,WORK
Matatoki-Puriri,Paeroa,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Matatoki-Puriri,-37.23726446,175.66087396,Paeroa,-37.37535256,175.67393688,15.398101555707461,Thames-Coromandel,Hauraki,WORK
Henderson Lincoln South,Newmarket,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Henderson Lincoln South,-36.86722468,174.62367505,Newmarket,-36.86853889,174.77706299,13.645909656410055,Waitakere,Waitakere,WORK
Leamington West,Hamilton Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Leamington West,-37.90325801,175.47086094,Hamilton Central,-37.78938082,175.28203067,20.862683358459726,Waipa,Hamilton,WORK
Kopurererua,Tauranga Central,-999,42,9,-999,-999,-999,-999,-999,-999,-999,54,Kopurererua,-37.77550916,176.10390836,Tauranga Central,-37.67947411,176.16704264,12.035900906793525,Western Bay of Plenty,,WORK
Minden,Tauranga Hospital,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,30,Minden,-37.77273465,176.01540781,Tauranga Hospital,-37.70320853,176.14700706,13.916995835611065,Western Bay of Plenty,Western Bay of Plenty,WORK
Kingsbury,Merivale,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Kingsbury,-43.29311511,172.58645499,Merivale,-43.51635206,172.61911331,24.962628729244422,Waimakariri,Christchurch,WORK
Orakei East,Middlemore,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Orakei East,-36.85366237,174.82327361,Middlemore,-36.96044494,174.84306701,12.003393943394947,Waitakere,Manukau,WORK
Makino,Palmerston North Central,-999,84,12,-999,-999,-999,-999,-999,-999,-999,102,Makino,-40.20622477,175.56555066,Palmerston North Central,-40.35537702,175.61010962,17.010258223760008,Manawatu,Palmerston North,WORK
Vipond,Rosebank Peninsula,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Vipond,-36.61796366,174.7180399,Rosebank Peninsula,-36.88086056,174.67580445,29.474003331559192,Rodney,Waitakere,WORK
Te Uku,Dinsdale South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Uku,-37.88322634,174.93821165,Dinsdale South,-37.79839009,175.23931456,28.073034365833678,Waikato,Hamilton,WORK
Massey South,East Tamaki,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Massey South,-36.84994988,174.61625895,East Tamaki,-36.93823242,174.88712871,26.01131419701669,Waitakere,Manukau,WORK
Waharoa-Peria,Morrinsville West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Waharoa-Peria,-37.78764074,175.7349705,Morrinsville West,-37.65791668,175.51913057,23.842266349149586,Matamata-Piako,Matamata-Piako,WORK
Northcote Central (Auckland),East Tamaki,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Northcote Central (Auckland),-36.79888947,174.74444417,East Tamaki,-36.93823242,174.88712871,20.029467748201707,Waitakere,Manukau,WORK
Poets Block,Wellington Central,-999,33,-999,-999,-999,72,-999,-999,-999,-999,117,Poets Block,-41.12290419,175.04604601,Wellington Central,-41.2849345,174.77572593,28.914400844689094,Upper Hutt,Wellington,WORK
Glendale,Rongotai,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Glendale,-41.2429916,174.95473935,Rongotai,-41.33075256,174.80968821,15.559977602728054,Hutt city,Wellington,WORK
Titoki,Kaitoke-Fordell,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Titoki,-39.93592026,175.00997642,Kaitoke-Fordell,-39.94185467,175.15622153,12.485785991406882,Wanganui,Wanganui,WORK
Oteha West,Grey Lynn East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Oteha West,-36.72206732,174.71686745,Grey Lynn East,-36.86181959,174.75208551,15.853025553757774,Waitakere,Waitakere,WORK
Kingsbury,Northlands (Christchurch City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Kingsbury,-43.29311511,172.58645499,Northlands (Christchurch City),-43.49209266,172.60688807,22.186808954417625,Waimakariri,Christchurch,WORK
Symonds Street North West,Mount Wellington Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Symonds Street North West,-36.85498533,174.76593774,Mount Wellington Industrial,-36.92046064,174.85162182,10.539231473334144,Waitakere,Waitakere,WORK
Avonhead East,Woolston South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Avonhead East,-43.51559902,172.55870079,Woolston South,-43.56123026,172.68421207,11.31810664925066,Christchurch,Christchurch,WORK
Swanson,Victoria Park ,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,Swanson,-36.86489607,174.58462975,Victoria Park,-36.84857807,174.75659124,15.406848349144967,Waitakere,Waitakere,WORK
Massey South,Albany Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Massey South,-36.84994988,174.61625895,Albany Central,-36.72820186,174.70483518,15.668021817367125,Waitakere,Waitakere,WORK
Broadmeadows,Rongotai,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Broadmeadows,-41.23505672,174.79326105,Rongotai,-41.33075256,174.80968821,10.729058488213374,Wellington,Wellington,WORK
Victory,Appleby,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Victory,-41.28580137,173.26988584,Appleby,-41.33424814,173.13744640000004,12.303855780367243,Nelson,Tasman,WORK
Te Atatu South-McLeod South,Mount Wellington Industrial,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21,Te Atatu South-McLeod South,-36.88084491,174.65012599,Mount Wellington Industrial,-36.92046064,174.85162182,18.450597023829378,Waitakere,Waitakere,WORK
Western Heights (Auckland),Wynyard-Viaduct,-999,27,-999,-999,-999,12,-999,-999,-999,-999,45,Western Heights (Auckland),-36.88738067,174.61313879,Wynyard-Viaduct,-36.8433094,174.75788827,13.778040533682699,Waitakere,Waitakere,WORK
Green Bay South,Manukau Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Green Bay South,-36.93348489,174.67733798,Manukau Central,-36.99138991,174.86947528,18.244924385789822,Waitakere,Manukau,WORK
East Tamaki Heights,Mount St John,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,East Tamaki Heights,-36.9417869,174.92247188,Mount St John,-36.88236812,174.78035947,14.257994996583815,Manukau,Waitakere,WORK
Trident,Kawerau Industrial,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,Trident,-37.96899468,176.97770942,Kawerau Industrial,-38.07123027,176.72175918,25.13822506799775,Whakatane,Whakatane,WORK
Prebbleton,Sydenham West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Prebbleton,-43.57865333,172.50783629,Sydenham West,-43.55085510000001,172.63316794,10.560631458470944,Selwyn,Christchurch,WORK
Papakura Kelvin,Wiri West,-999,66,-999,6,-999,-999,-999,-999,-999,-999,84,Papakura Kelvin,-37.05933436,174.96239449,Wiri West,-37.00828264,174.8624367,10.533283323949675,Franklin,Franklin,WORK
Fernside,Sockburn South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Fernside,-43.32395864,172.5645026,Sockburn South,-43.5449149,172.56350496,24.56934717884615,Waimakariri,Christchurch,WORK
Ormiston South,St Lukes,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Ormiston South,-36.97596797,174.9175859,St Lukes,-36.88180554,174.73133048,19.588789860549713,Manukau,Waitakere,WORK
Rolleston South East,Sockburn South,-999,30,21,-999,-999,-999,-999,-999,-999,-999,54,Rolleston South East,-43.61058176,172.40183653,Sockburn South,-43.5449149,172.56350496,14.930373857700653,Selwyn,Christchurch,WORK
Hornby South,Bromley North,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Hornby South,-43.54829435,172.53309133,Bromley North,-43.53482145,172.70629272,14.040599708886152,Christchurch,Christchurch,WORK
Hobsonville Point,New Lynn Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Hobsonville Point,-36.79691625,174.66172203,New Lynn Central,-36.90748467,174.68596571,12.482448132681064,Waitakere,Waitakere,WORK
Totara Heights,North Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Totara Heights,-37.0016393,174.90024498,North Harbour,-36.74630474,174.71502975,32.82573057566005,Franklin,Waitakere,WORK
Ashley Gorge,Darfield,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Ashley Gorge,-43.284114,172.07365277,Darfield,-43.49796117,172.09991696,23.873236165781087,Waimakariri,Selwyn,WORK
Puhinui East,North Harbour,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Puhinui East,-36.98223841,174.87178448,North Harbour,-36.74630474,174.71502975,29.71070567070656,Manukau,Waitakere,WORK
Oteha East,Karangahape,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Oteha East,-36.71657898,174.72207262,Karangahape,-36.85896498,174.75639764,16.12496862015764,Waitakere,Waitakere,WORK
Rolleston South East,Bankside,-999,27,-999,9,-999,-999,-999,-999,-999,-999,39,Rolleston South East,-43.61058176,172.40183653,Bankside,-43.65857485,172.03741575,29.809386489582373,Selwyn,Selwyn,WORK
Swanson,St Lukes,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Swanson,-36.86489607,174.58462975,St Lukes,-36.88180554,174.73133048,13.184074747025528,Waitakere,Waitakere,WORK
Glen Eden North,Eden Terrace,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,Glen Eden North,-36.90768225,174.6570296,Eden Terrace,-36.86462613,174.75964083,10.305533028670565,Waitakere,Waitakere,WORK
Paraparaumu Beach East,Porirua Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,Paraparaumu Beach East,-40.89483919,174.99338163,Porirua Central,-41.14584359,174.82583047,31.250221109483515,Kapiti Coast,Porirua,WORK
Maungatautari,Hamilton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Maungatautari,-37.99001963,175.59740495,Hamilton Central,-37.78938082,175.28203067,35.54808880637353,Waipa,Hamilton,WORK
Rangiriri,Frankton Junction ,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Rangiriri,-37.38966720000001,175.09012212,Frankton Junction,-37.79650916,175.26255885,47.72174891936015,Waikato,Hamilton,WORK
Yaldhurst,Woolston South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Yaldhurst,-43.51680117,172.51440607,Woolston South,-43.56123026,172.68421207,14.551629282827964,Christchurch,Christchurch,WORK
Remuera North,Manukau Central,-999,12,-999,-999,-999,6,-999,-999,-999,-999,21,Remuera North,-36.86848079999999,174.8040065,Manukau Central,-36.99138991,174.86947528,14.854192508428373,Waitakere,Manukau,WORK
Burswood,Quay Street-Customs Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Burswood,-36.92248095,174.89743987,Quay Street-Customs Street,-36.84601989,174.77646293,13.713286568620207,Manukau,Waitakere,WORK
Te Atatu Peninsula North West,Onehunga-Te Papapa Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Atatu Peninsula North West,-36.82655522,174.64883254,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,17.06539116896679,Waitakere,Waitakere,WORK
Tauherenikau,Pipitea-Kaiwharawhara,-999,6,-999,-999,-999,6,-999,-999,-999,-999,12,Tauherenikau,-41.06390044,175.36907465,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,54.086596609477866,South Wairarapa,Wellington,WORK
Massey South,Kumeu-Huapai,-999,15,9,9,-999,-999,-999,-999,-999,-999,30,Massey South,-36.84994988,174.61625895,Kumeu-Huapai,-36.76998293,174.54286666,11.034343067638568,Waitakere,Rodney,WORK
Bucklands Beach South,Eden Terrace,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Bucklands Beach South,-36.88980813,174.91318756,Eden Terrace,-36.86462613,174.75964083,13.941671432155266,Manukau,Waitakere,WORK
Te Maunga South,Tauriko,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Te Maunga South,-37.68431126,176.24299636,Tauriko,-37.75604256,176.09165915,15.517811595027409,Western Bay of Plenty,Western Bay of Plenty,WORK
Point Chevalier East,Albany Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Point Chevalier East,-36.86700191,174.71414708,Albany Central,-36.72820186,174.70483518,15.456116463611922,Waitakere,Waitakere,WORK
Highland Park (Auckland),Manurewa Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Highland Park (Auckland),-36.90473104,174.90937089,Manurewa Central,-37.02111515,174.89147225,13.03866254489415,Manukau,Franklin,WORK
Papatoetoe North,Takanini Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,6,Papatoetoe North,-36.97093119,174.8493612,Takanini Central,-37.05069884,174.92586896,11.172321353806911,Manukau,Franklin,WORK
Ngapuhi,Kerikeri Central,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33,Ngapuhi,-35.4228326,173.76534835,Kerikeri Central,-35.22507309,173.95096304,27.697029516171824,Far North,Far North,WORK
Alfriston,Ellerslie West,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Alfriston,-37.01247699,174.92080195,Ellerslie West,-36.89897117,174.80612464,16.22120559399072,Franklin,Waitakere,WORK
Swannanoa-Eyreton,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Swannanoa-Eyreton,-43.41513779,172.51062005,Christchurch Central-South,-43.53815861,172.64240289,17.326077126887494,Waimakariri,Christchurch,WORK
Mount Wellington South East,Wynyard-Viaduct,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mount Wellington South East,-36.92699118,174.85544369,Wynyard-Viaduct,-36.8433094,174.75788827,12.72252820153003,Waitakere,Waitakere,WORK
South Head,Kumeu Rural East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,South Head,-36.59353204,174.31227374,Kumeu Rural East,-36.77658085,174.57456886,31.00540418335267,Rodney,Rodney,WORK
Kimbolton South,Tremaine,-999,51,21,-999,-999,-999,-999,-999,-999,-999,78,Kimbolton South,-40.22630659,175.57801558,Tremaine,-40.33969042,175.59865691,12.72870784686042,Manawatu,Palmerston North,WORK
Bucklands Beach North,Grafton,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Bucklands Beach North,-36.86068628,174.9037907,Grafton,-36.86013178,174.76828549,12.055647179170068,,Waitakere,WORK
Remuera South,Takapuna Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Remuera South,-36.88443518,174.79526521,Takapuna Central,-36.78202515,174.76947038,11.616576896211138,Waitakere,Waitakere,WORK
Leamington Central,Te Rapa North,-999,15,6,-999,-999,-999,-999,-999,-999,-999,24,Leamington Central,-37.91053559,175.47246285,Te Rapa North,-37.73226423,175.22072362,29.696337451502263,Waipa,Hamilton,WORK
Newbury,Bulls,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Newbury,-40.33398879,175.57992885,Bulls,-40.17938877,175.3825101,24.00368654333313,Manawatu,Rangitikei,WORK
Mount Holdsworth,Masterton Central,-999,60,24,-999,-999,-999,-999,-999,-999,-999,90,Mount Holdsworth,-40.91709663,175.45136445,Masterton Central,-40.95047108,175.66167048,18.052138966756576,Carterton,Masterton,WORK
Swanson,Albany Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Swanson,-36.86489607,174.58462975,Albany Central,-36.72820186,174.70483518,18.590057977793254,Waitakere,Waitakere,WORK
Te Atatu South-Central,Manukau Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Atatu South-Central,-36.86221041,174.64945896,Manukau Central,-36.99138991,174.86947528,24.26540438059406,Waitakere,Manukau,WORK
Putararu,Hamilton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Putararu,-38.05293796,175.78466514,Hamilton Central,-37.78938082,175.28203067,52.940796977234314,South Waikato,Hamilton,WORK
Twizel,Aviemore,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Twizel,-44.26855663,170.09376847,Aviemore,-44.47471306,169.95056342,25.59396140612938,Mackenzie,Waitaki,WORK
Fraser Park,Waitohi (Timaru District),-999,33,-999,-999,-999,-999,-999,-999,-999,-999,33,Fraser Park,-44.39596592,171.23045071,Waitohi (Timaru District),-44.18539597,171.37833391,26.206426255401748,Timaru,Timaru,WORK
Matawaia-Taumarere,Kaikohe,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,15,Matawaia-Taumarere,-35.49406405,173.95266307,Kaikohe,-35.40792422,173.79767516,16.995148262140464,Far North,Far North,WORK
Motueka North,Ruby Bay-Mapua,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Motueka North,-41.1058919,173.01318855,Ruby Bay-Mapua,-41.24162526,173.08049026,16.109795017679716,Tasman,Tasman,WORK
Fraser Street,Puniu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Fraser Street,-38.02172341,175.32426247,Puniu,-38.28518422,175.55136504,35.39139444310844,Waipa,Otorohanga,WORK
Orewa North,Penrose,-999,18,9,-999,-999,-999,-999,-999,-999,-999,30,Orewa North,-36.58108865,174.67586463,Penrose,-36.91999811,174.82258914,39.88791711797379,Rodney,Waitakere,WORK
Stokes Valley North,Gracefield,-999,57,21,-999,-999,-999,-999,-999,-999,-999,78,Stokes Valley North,-41.166931700000006,174.99312135,Gracefield,-41.24017306,174.91075379,10.668181987828918,Hutt city,Hutt city,WORK
Dannemora South,Pukekohe Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Dannemora South,-36.95210786,174.90970489,Pukekohe Central,-37.20891954,174.91332549999996,28.557962111901627,Manukau,Franklin,WORK
Cambridge North,Morrinsville West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Cambridge North,-37.8739543,175.4699974,Morrinsville West,-37.65791668,175.51913057,24.407438261832358,Waipa,Matamata-Piako,WORK
Pirongia,Lake Cameron,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Pirongia,-37.99437359,175.20466961,Lake Cameron,-37.85237531,175.29365388,17.613314553658913,Waipa,Waipa,WORK
Waipukurau West,Mangaonuku,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Waipukurau West,-39.99738364,176.54048302,Mangaonuku,-39.80378374,176.41709256,23.96280838593075,Central Hawke's Bay,Central Hawke's Bay,WORK
Miranui,Feilding Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Miranui,-40.53552154,175.48107991,Feilding Central,-40.23865803,175.58114321,34.080270742763766,Horowhenua,Manawatu,WORK
Waikanae West,Dixon Street,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Waikanae West,-40.86597934,175.06643407,Dixon Street,-41.29101921,174.77469531,53.213597095138674,Kapiti Coast,Wellington,WORK
