SA2_name_usual_residence_address,number_of_commutes_departing,number_of_commutes_arriving,number_of_people_commuting,average_distance_of_departing_commute,average_distance_of_arriving_commute,total_bicycle_count,total_bus_count,total_ferry_count,total_home_count,total_other_count,total_own_vehicle_count,total_passenger_count,total_train_count,total_walk_or_jog_count,education_bicycle_count,education_bus_count,education_ferry_count,education_home_count,education_other_count,education_own_vehicle_count,education_passenger_count,education_train_count,education_walk_or_jog_count,work_bicycle_count,work_bus_count,work_ferry_count,work_home_count,work_other_count,work_own_vehicle_count,work_passenger_count,work_train_count,work_walk_or_jog_count,common_destination_1,common_destination_2,common_destination_3,common_arrival_1,common_arrival_2,common_arrival_3,bicycle_distance,bus_distance,ferry_distance,home_distance,other_distance,own_vehicle_distance,passenger_distance,train_distance,walk_or_jog_distance
Pokeno,39,14,897,21.076268480202174,7.417029561971128,12,0,0,0,0,0,0,0,36,12,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,6,3,2,6,2,1,0.0,9.206829396898154,0.0,0.0,0.0,0.0,0.0,49.02974914074906,0.0
Upper Aramoho,39,7,834,5.8905258471849535,0.24517407830495497,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,6,3,6,1,-990,3.603824169851559,6.374630480823074,0.0,0.0,4.7718121877641035,0.0,0.0,0.0,0.0
The Wood,39,32,1185,3.0496175351060013,4.322855743439207,27,0,0,0,0,0,0,0,48,27,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,8,6,5,6,3,2,2.0619316364099984,3.8639874726021537,0.0,0.0,1.064741402919004,0.0,0.0,0.0,1.3244759571700973
Leamington South,39,22,777,8.711108816016369,3.047373094290514,33,0,0,0,0,0,0,0,60,33,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,6,4,4,6,4,2,1.6860523348821843,4.0426256888822865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woodhill-Vinetown,39,25,1227,3.461611753223143,5.030728019073074,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,5,4,5,2,1,1.3410334340231038,5.374245058658032,0.0,0.0,0.0,0.0,0.0,0.0,1.3726196441041054
Onslow,39,10,957,4.067457427149071,0.7403408971962527,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,7,5,5,5,2,2,4.542518052311738,4.276693911030146,0.0,0.0,4.542518052311738,0.0,0.0,4.542518052311738,1.8631037381082658
Te Puna,39,28,1035,6.765168053810966,7.57811798813328,9,27,0,0,0,0,0,0,18,9,27,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,3,3,8,3,2,0.0,5.187295722804559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eiffelton,39,16,1593,11.764462483716109,5.692382040623885,0,66,0,0,66,0,0,0,9,0,66,0,0,66,0,0,0,9,0,0,0,0,0,0,0,0,0,7,5,4,7,1,1,0.0,14.796148565473764,0.0,0.0,0.0,0.0,0.0,0.0,29.841215135272012
Ruby Bay-Mapua,39,16,1251,10.616593677425895,4.182624875906176,87,0,0,0,9,0,0,0,81,87,0,0,0,9,0,0,0,81,0,0,0,0,0,0,0,0,0,10,3,3,10,2,1,0.0,14.105607086389798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tikipunga North,39,42,1014,4.824935080058578,5.960746817103832,0,12,0,0,0,0,0,0,120,0,12,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,6,6,3,6,3,3,0.0,3.496745976335264,0.0,0.0,0.0,0.0,0.0,0.0,0.41798504597838343
Waterloo West,39,28,1017,5.168032254051565,1.5635774572264771,27,0,0,0,0,0,0,0,210,27,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,6,5,4,6,4,3,0.4754696833643692,0.0,0.0,0.0,0.0,0.0,0.0,12.46187253927229,0.732674577631015
Outer Kaiti,39,7,942,4.574028549009528,0.31563553546088635,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,4,4,5,2,-990,0.0,4.910920666009069,0.0,0.0,1.0493475203957667,0.0,0.0,0.0,2.578985012168697
Lansdowne East,39,38,1035,4.758356222033922,6.493626897177318,12,0,0,0,0,0,0,0,33,12,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,7,7,3,7,4,3,0.9628181167026735,11.061902132765743,0.0,0.0,1.925636233405347,0.0,0.0,0.0,1.0780781426065649
Cloverlea (Palmerston North City),39,9,831,3.3737152717220544,1.0733423994275282,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,4,3,4,1,1,0.0,3.8624259864335055,0.0,0.0,0.0,0.0,0.0,0.0,0.9018991521563784
Regents Park,39,3,528,5.355007132875627,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,-990,-990,2.851846099352774,2.412529330175746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Park,39,39,876,5.003414117294349,2.5587935458446274,18,9,0,0,6,0,0,0,171,18,9,0,0,6,0,0,0,171,0,0,0,0,0,0,0,0,0,7,4,4,7,5,3,0.9756866391640324,7.7409414938672025,0.0,0.0,0.0,0.0,0.0,0.0,0.8408813759531881
Helensville,39,35,1185,17.86087875540054,8.68707414345142,0,318,0,0,0,0,0,0,234,0,318,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,7,3,2,7,4,4,0.0,34.226320415987985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glenholme North,39,41,906,2.3688933249947723,3.5621451709198677,6,0,0,0,0,0,0,0,75,6,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,6,5,3,6,4,2,0.0,1.9225751758922969,0.0,0.0,0.0,0.0,0.0,0.0,1.0518053454158487
Te Maunga North,39,46,1062,4.698107630131069,4.78638066783441,39,0,0,0,0,0,0,0,72,39,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,7,4,4,7,5,3,2.8034332150638126,10.292459845755518,0.0,0.0,0.0,0.0,0.0,0.0,0.913304343598296
Rutherford,39,81,1461,2.300088203306108,5.33657825477891,117,144,0,0,9,0,0,0,432,117,144,0,0,9,0,0,0,432,0,0,0,0,0,0,0,0,0,9,7,6,7,6,5,1.7053671339826009,4.6415332452470635,0.0,0.0,0.8881336285081866,0.0,0.0,0.0,0.9954415320082537
Hamilton East Cook,39,11,828,2.517622138834533,1.9496181605325846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,1,1,1.7131622807237603,0.9779112273769848,0.0,0.0,0.9779112273769848,0.0,0.0,0.0,1.5027736613862823
Melrose,38,6,627,2.862785268207186,327.9602481564076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,1,1,4.494033373822934,2.8137292791424033,0.0,0.0,0.0,0.0,0.0,0.0,1.2715238232687023
Queens Square,38,8,756,8.676723079252634,2.11023476567307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,1,1,0.9863461153795421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771349003891218
Gleniti South,38,30,1164,4.8021435551492315,2.488947337580581,15,0,0,0,6,0,0,0,93,15,0,0,0,6,0,0,0,93,0,0,0,0,0,0,0,0,0,8,4,4,8,4,2,2.4825883765755163,4.605474722613454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambridge West,38,44,1029,6.6525835061351035,3.588422089475149,96,96,0,0,0,0,0,0,87,96,96,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,6,5,5,6,4,4,1.0647569252795168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7985676939596377
Elgin,38,21,1047,2.358283120606205,5.6453604830668604,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,5,4,5,2,1,1.7088289194444943,0.0,0.0,0.0,1.7088289194444943,0.0,0.0,0.0,1.6218146508161377
Gonville South,38,33,849,2.8798884373205027,4.810629210488937,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,7,5,5,5,3,1,1.7552167680944426,10.440824757047091,0.0,0.0,0.0,0.0,0.0,0.0,1.3343291048492603
Ngaruawahia Central,38,32,891,10.279408466371958,9.522340232266258,0,6,0,0,0,0,0,0,48,0,6,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,0.0,15.000985787278383,0.0,0.0,0.0,0.0,0.0,0.0,0.6206377799707445
Bathgate Park,38,19,729,2.4629905018434757,2.1303136360067922,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,6,4,6,2,1,2.188733678372444,3.0002571109729965,0.0,0.0,0.0,0.0,0.0,0.0,0.8049773533521707
Cannons Creek North,38,25,903,5.298232415361916,1.5531381827142638,0,6,0,0,0,0,0,0,69,0,6,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,7,6,2,6,4,3,0.0,3.8435490129527743,0.0,0.0,0.0,0.0,0.0,17.25343507306389,1.0605956199172268
Frankton,38,78,1782,5.004875680472875,10.13365892422655,93,102,0,0,0,0,0,0,222,93,102,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,11,6,6,11,6,6,3.379697048102203,6.629901382604528,0.0,0.0,7.3498342948868265,0.0,0.0,0.0,3.379697048102203
Springfield South,38,21,1023,3.518997701805833,3.760497548026182,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,5,4,3,5,2,1,2.7505520274802104,4.439681855217497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kimbolton West,38,32,957,6.077232851731477,4.5319987361295695,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,6,5,4,6,3,3,2.4619577423845067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1472443223131683
Ravensbourne-St Leonards,38,8,933,4.566663794730525,2.136073192590807,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,7,5,5,1,1,4.5737215870878405,5.010441772652747,0.0,0.0,0.0,0.0,0.0,0.0,2.77790620725737
Western Heights (Rotorua District),38,58,732,3.207523838775866,3.6546051547059464,9,225,0,0,0,0,0,0,261,9,225,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,5,5,3,5,4,4,2.0882433891755374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552327573732121
Burswood,38,3,600,5.8084780649643495,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,-990,-990,0.0,13.884128318286846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloverlea (Auckland),38,22,1077,11.551481443896932,1.6130066156008396,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,6,6,2,6,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.36719858637103,0.9954469967707901
Opawa,38,55,495,3.62863785544393,2.7175312079154708,66,0,0,0,0,0,0,0,108,66,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,6,3,3,6,4,4,2.5180675570132487,3.617037772617529,0.0,0.0,0.0,0.0,0.0,0.0,0.33192913498155485
Solway North,38,55,1032,6.371998160043936,9.004944395285547,36,117,0,0,0,0,0,0,72,36,117,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,7,5,4,7,5,3,1.3733443151836102,12.95416545749897,0.0,0.0,0.0,0.0,0.0,80.31249394941695,1.068770239356058
Aorere Central,38,26,651,5.036334054510711,1.5114835510692757,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,5,2,2,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96624667430948,0.6119704673610185
Paremoremo East,38,11,930,7.137934142328464,5.359054967726377,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,5,3,6,1,1,0.0,7.767250986283554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clifton Hill,38,4,765,9.317286744452542,0.6948239629556776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,1,1,0.0,8.568420765642385,0.0,0.0,0.0,0.0,0.0,0.0,1.3118276162192717
Grenada North,38,48,1119,8.086350197503402,6.564452686815037,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,5,5,5,5,2,2,13.087540032895546,1.0514991689522617,0.0,0.0,13.087540032895546,0.0,0.0,12.826018184929307,0.7009994459681744
Paraparaumu Beach West,38,24,882,12.101144817147489,5.1855541374285705,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,4,4,5,2,1,2.3555939303653495,2.662571567846041,0.0,0.0,0.0,0.0,0.0,42.48744238967407,1.3181401172129312
Whanganui East-Riverlands,38,30,909,2.3832701906612326,4.6910478328662375,9,9,0,0,0,0,0,0,114,9,9,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,7,5,3,7,3,3,1.4600947797889525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9781673674217076
Wesley East,38,5,504,5.534403334085079,0.5036114189288017,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,3,2,3,1,1,0.0,5.239607565151762,0.0,0.0,1.006810322340315,0.0,0.0,0.0,0.6704830952446041
Longlands-Pukahu,38,39,876,5.843220995106365,6.055180600580793,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,3,5,2,2,2.704884098039395,9.84991417775207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tawa Central,38,88,1299,7.560261022933253,4.493853544751869,48,288,0,0,9,0,0,0,1002,48,288,0,0,9,0,0,0,1002,0,0,0,0,0,0,0,0,0,8,4,3,8,8,6,1.5677295406978837,0.0,0.0,0.0,0.0,0.0,0.0,11.949667808655489,0.0
Papaioea South,38,30,918,2.6815887402823133,2.8827431676871607,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,6,4,4,1,1,2.838960697066049,4.506673720996737,0.0,0.0,1.35198647524199,0.0,0.0,0.0,1.9190548852239615
Kew (Invercargill City),38,47,762,3.760771727098682,8.429793718283213,6,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,8,6,4,6,4,2,2.8290238123702576,4.591539355637469,0.0,0.0,0.0,0.0,0.0,0.0,1.3681015131875232
St Johns Hill West,38,22,1089,4.727887450483356,2.426865598974956,6,0,0,0,0,0,0,0,54,6,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,9,7,5,7,2,2,1.3817347936996567,0.0,0.0,0.0,2.1669770888550257,0.0,0.0,0.0,1.1053878349597253
Kaiapoi Central,38,44,645,9.590334940083023,6.659753903463834,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,6,3,3,6,4,3,0.0,16.886551678609663,0.0,0.0,0.0,0.0,0.0,0.0,0.2874419887082956
Yaldhurst,38,16,732,5.780481620678948,3.5827216730370037,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,3,5,2,1,0.0,10.58900298379989,0.0,0.0,0.0,0.0,0.0,0.0,1.008300397717792
Fairy Springs,38,7,735,4.420175484444545,1.2123277173837756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2083068661400673
South Head,38,12,1101,28.949766980930008,9.098037820102798,0,42,0,0,9,0,0,0,0,0,42,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,6,2,1,0.0,9.57131324787978,0.0,0.0,0.0,0.0,0.0,0.0,13.141635904033825
Avalon East,37,47,744,5.243397240713839,2.2468650385926616,12,72,0,0,0,0,0,0,297,12,72,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,6,4,3,6,3,3,0.0,4.5428140609114225,0.0,0.0,0.0,0.0,0.0,16.57306719760161,0.0
Maupuia,37,2,633,3.240495901619196,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,-990,-990,4.29884267803049,3.842477589230145,0.0,0.0,0.0,0.0,0.0,0.0,1.5793232198821336
Takapuna South,37,6,570,5.12938259194551,1.9290882325391285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1,1,0.9900549310919122,8.282309607161315,0.0,0.0,0.0,0.0,0.0,0.0,1.3904657435738808
Strandon,37,111,1266,3.9937636003754258,10.072685920901815,9,402,0,0,0,0,0,0,252,9,402,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,6,5,5,6,6,5,2.8862206748693584,3.6816012260693425,0.0,0.0,0.0,0.0,0.0,0.0,2.00680366140736
Starvation Hill-Cust,37,16,1044,19.154994782937855,7.480583350956159,9,30,0,0,0,0,0,0,21,9,30,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,3,3,8,2,2,0.0,12.632141829301055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rangiora South East,37,7,798,10.847109246326276,2.39351583705058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623617121807921
Wilkes Park,37,3,1095,6.527706834706392,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,-990,-990,1.5705494356000713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.294082248172362
Mosgiel East,37,18,1155,7.03044237744851,3.553114844544116,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,5,4,5,2,2,1.2889562201636238,10.63534112859556,0.0,0.0,0.0,0.0,0.0,0.0,0.6444781100818119
Mountview,37,31,1320,4.1574888768400715,4.15599310885652,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,6,6,6,6,3,3,1.5604302378724684,0.0,0.0,0.0,1.418610326138257,0.0,0.0,0.0,0.9659482540792442
Rosedale,37,67,1113,3.880791385272768,4.270056852781099,105,354,0,0,0,0,0,0,408,105,354,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,7,5,3,7,6,5,2.0610507928454376,3.2935076796038882,0.0,0.0,0.0,0.0,0.0,0.0,0.6966378146743645
Seaview,37,20,960,3.019333809529186,3.5358109087460994,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,4,4,4,1,1,0.8659450181722763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079186940426686
Awhitu,37,18,1377,17.359795164011587,8.336574726184592,0,78,0,0,0,0,0,0,18,0,78,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,4,2,8,3,2,0.0,6.639054974445441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swarbrick,37,17,825,3.4765253308459783,1.4956730653008976,9,0,0,0,0,0,0,0,72,9,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0.9510743769581584,4.020435346434407,0.0,0.0,0.0,0.0,0.0,0.0,0.9238963889786911
Red Beach West,37,19,720,11.110188143868863,4.265845628063045,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,3,4,1,1,2.5037852124208526,10.329469172252145,0.0,0.0,0.0,0.0,0.0,0.0,1.1781557877979782
Tamakae,37,33,1047,14.252119124592236,3.7780900817531284,33,114,0,0,0,0,0,0,291,33,114,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,7,4,3,7,4,4,0.0,10.098449591143076,0.0,0.0,0.0,0.0,0.0,0.0,0.4338068958424534
Papanui North,37,3,528,4.252897729836824,2.516474610154944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,-990,0.0,5.318335031458343,0.0,0.0,0.0,0.0,0.0,0.0,0.9538898247963298
Whataupoko West,37,44,1056,1.8628772929309463,5.224171717580419,6,0,0,0,0,0,0,0,93,6,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,7,6,4,6,4,3,2.222887956326181,2.169956205034366,0.0,0.0,1.167717937869824,0.0,0.0,0.0,1.1038733368189633
Kamo East,37,12,1242,4.438105820346044,2.4535659346624548,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,5,5,3,5,3,2,0.0,7.472900623858488,0.0,0.0,0.0,0.0,0.0,0.0,0.7289043891343135
Leamington East,37,8,843,9.724786763096292,2.619528618480561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,1,1,3.123679040607195,19.100249877159442,0.0,0.0,0.0,0.0,0.0,0.0,1.9852105838470313
Papakura North East,37,11,762,9.973812473029753,0.9730147678052006,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,4,3,2,4,2,2,0.0,4.203223120895244,0.0,0.0,0.0,0.0,0.0,21.58795907376102,0.9621755198606156
Ben Cooper Park,37,3,1065,4.324840979247616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,-990,-990,1.736706715132548,6.155706344846768,0.0,0.0,0.0,0.0,0.0,0.0,1.736284561878021
Kawaroa,37,31,1089,3.386430664829634,5.991856769334619,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,4,4,4,2,1,1.2137383051651258,3.2108907790657755,0.0,0.0,1.1558453890640843,0.0,0.0,0.0,1.4602155399051424
Raceway Park,37,20,696,3.72870081925049,4.704554930123446,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,3,4,1,1,0.0,11.439409815122323,0.0,0.0,0.0,0.0,0.0,0.0,1.687187861791643
Takanini North,37,12,633,9.150578969561352,1.8419732457517786,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,5,2,2,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.152710951979245,0.7329696768670604
Glenleith,37,2,684,2.92897535334739,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,2,-990,-990,2.9148862069390047,3.347132915480236,0.0,0.0,0.0,0.0,0.0,0.0,2.978796750847446
Elsdon-Takapuwahia,37,21,849,6.255807632407667,3.060016487197293,0,39,0,0,0,0,0,0,69,0,39,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,8,6,3,6,4,3,0.0,4.2876273339608195,0.0,0.0,0.0,0.0,0.0,16.794291567531296,1.3301627520696186
Yelverton,37,28,1164,6.542314013062196,10.11851052351094,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,6,5,4,4,2,2,1.882503096231668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.308611256310084
Mangere North,37,2,531,5.272303845371089,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,-990,-990,0.0,8.490188646944281,0.0,0.0,0.0,0.0,0.0,12.206916577289045,0.8427347601650106
Nayland,37,59,930,2.7066909859902957,3.273588883042769,258,45,0,0,9,0,0,0,477,258,45,0,0,9,0,0,0,477,0,0,0,0,0,0,0,0,0,7,5,4,7,5,5,2.1206112777897386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8659621496952565
Matua South,37,11,1113,3.4901834635110625,2.3541048668664386,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,4,4,4,1,1,1.8301017735894771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7233103233966066
Corstorphine,37,2,750,3.680173256464386,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,2,-990,-990,0.0,4.825631741498908,0.0,0.0,0.0,0.0,0.0,0.0,1.618309222147804
Kawiu South,37,19,876,7.338453596111715,1.1762563290013175,9,0,0,0,0,0,0,0,54,9,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,7,4,4,7,2,2,0.5719957380162093,5.1194278639404285,0.0,0.0,0.0,0.0,0.0,85.84525679685234,0.6660324591732476
Mangaoraka,37,14,1122,7.675539519449021,3.2873846756193177,12,12,0,0,6,0,0,0,30,12,12,0,0,6,0,0,0,30,0,0,0,0,0,0,0,0,0,9,3,3,9,2,2,0.0,4.952384324391972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wattle Downs North,37,3,597,8.14745457330567,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,-990,-990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.632128328195325,1.1088153366438482
Queen Street,36,1053,852,2.120397758060704,10.885255996159614,39,633,411,0,9,0,0,1200,1965,39,633,411,0,9,0,0,1200,1965,0,0,0,0,0,0,0,0,0,6,3,2,7,6,6,0.0,0.5324848811530533,0.0,0.0,0.0,0.0,0.0,6.2715517792304665,0.7356715677354543
Te Hapara South,36,14,942,2.0251120095543396,2.2640869914600565,0,24,0,0,0,0,0,0,6,0,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,3,4,3,2,2.0462598177363303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8515686617160598
Ilam University,36,574,1914,9.512214320168702,7.114435678098934,1596,981,0,0,132,0,0,0,3984,1596,981,0,0,132,0,0,0,3984,0,0,0,0,0,0,0,0,0,11,3,2,11,9,9,0.0,2.713056019536784,0.0,0.0,0.0,0.0,0.0,0.0,51.76809452922665
Motueka North,36,20,1104,7.503285033921957,4.781289584370981,12,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,9,6,5,6,4,3,1.7253846126021037,0.0,0.0,0.0,2.6263667835574847,0.0,0.0,0.0,1.8757872486866902
Orewa South,36,86,849,11.484974560381708,5.530019696821426,132,531,0,0,0,0,0,0,315,132,531,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,7,5,3,7,6,6,0.6701393981509703,29.987863641159855,0.0,0.0,0.0,0.0,0.0,0.0,0.70355378405345
