SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Normandale,Wellington Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Normandale,-41.20345009,174.89320848,Wellington Central,-41.2849345,174.77572593,13.363269336470525,Hutt city,Wellington
Manly West,Manly West,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Manly West,-36.63336524,174.75300037,Manly West,-36.63336524,174.75300037,0.0,Rodney,Rodney
Te Maunga South,Tauranga Hospital,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Te Maunga South,-37.68431126,176.24299636,Tauranga Hospital,-37.70320853,176.14700706,8.703322003193296,Western Bay of Plenty,Western Bay of Plenty
Kamo Central,Port-Limeburners,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Kamo Central,-35.68486255,174.30491552,Port-Limeburners,-35.74927345,174.33075178,7.532408873862526,Whangarei,Whangarei
Massey Royal Road West,East Tamaki,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Massey Royal Road West,-36.83429912,174.61254552,East Tamaki,-36.93823242,174.88712871,27.01711280890173,Waitakere,Manukau
Buckland,Pukekohe North West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Buckland,-37.22733765,174.91924064,Pukekohe North West,-37.18225476,174.89580342,5.425735385195042,Franklin,Franklin
Cardrona,Cardrona,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Cardrona,-44.78255502,169.04972633,Cardrona,-44.78255502,169.04972633,0.0,Queenstown-Lakes,Queenstown-Lakes
Rolleston Central,Russley,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Rolleston Central,-43.60049642,172.37569815,Russley,-43.49336565,172.55854726,18.949331606174397,Selwyn,Christchurch
Glenholme North,Mangakakahi Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Glenholme North,-38.14741329,176.24606798,Mangakakahi Central,-38.12824758,176.23058754,2.5248211013425683,Rotorua,Rotorua
Te Puna,Rangiuru,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Te Puna,-37.68313647,176.068803,Rangiuru,-37.85543327,176.33462575,30.215581208827878,Western Bay of Plenty,Western Bay of Plenty
Taurekaitai,Taurekaitai,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Taurekaitai,-40.20716661,176.53337716,Taurekaitai,-40.20716661,176.53337716,0.0,Central Hawke's Bay,Central Hawke's Bay
Glenroy-Hororata,Glenroy-Hororata,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Glenroy-Hororata,-43.48288665,171.78713574,Glenroy-Hororata,-43.48288665,171.78713574,0.0,Selwyn,Selwyn
Halswell West,Tower Junction,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Halswell West,-43.57962401,172.54047012,Tower Junction,-43.53882448,172.60794226,7.081009492452908,Christchurch,Christchurch
Glenview,Te Rapa North,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Glenview,-37.81914877,175.29054836,Te Rapa North,-37.73226423,175.22072362,11.445471448252034,Hamilton,Hamilton
Henderson Valley,Henderson Valley,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Henderson Valley,-36.90641583,174.56917384,Henderson Valley,-36.90641583,174.56917384,0.0,Waitakere,Waitakere
Edendale-Woodlands,Edendale-Woodlands,DRIVE_COMPANY_VEHICLE,48,EDUCATION,Edendale-Woodlands,-46.3334381,168.67007113,Edendale-Woodlands,-46.3334381,168.67007113,0.0,Southland,Southland
Green Bay South,East Tamaki,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Green Bay South,-36.93348489,174.67733798,East Tamaki,-36.93823242,174.88712871,18.65347373926984,Waitakere,Manukau
Ranui South East,Henderson Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ranui South East,-36.87189045,174.6046809,Henderson Central,-36.88968581,174.62928426,2.950277330823788,Waitakere,Waitakere
Riverlea,Frankton Junction ,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Riverlea,-37.80516292,175.32490337,Frankton Junction,-37.79650916,175.26255885,5.561481714440026,Hamilton,Hamilton
Orakei West,East Tamaki,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Orakei West,-36.85708312,174.81525702,East Tamaki,-36.93823242,174.88712871,11.057467369458383,Waitakere,Manukau
Schnapper Rock,Wairau Valley ,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Schnapper Rock,-36.75623258,174.68691977,Wairau Valley,-36.77355541,174.73453173,4.658100944668373,Waitakere,Waitakere
Raumanga,Port-Limeburners,DRIVE_COMPANY_VEHICLE,27,EDUCATION,Raumanga,-35.74968804,174.29896302,Port-Limeburners,-35.74927345,174.33075178,2.8690992824162254,Whangarei,Whangarei
Ohope,Ohope,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Ohope,-37.98331205,177.11508716,Ohope,-37.98331205,177.11508716,0.0,,
Mount Pleasant,Islington-Hornby Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Mount Pleasant,-43.56433719,172.71890228,Islington-Hornby Industrial,-43.5526063,172.50828849,17.02126665714658,Christchurch,Christchurch
Papatoetoe South West,Papatoetoe South West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Papatoetoe South West,-36.98945511,174.84681066,Papatoetoe South West,-36.98945511,174.84681066,0.0,Franklin,Franklin
Pomare,Ngapuna,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Pomare,-38.15440452,176.2216546,Ngapuna,-38.14682269,176.27047436,4.351374648564652,Rotorua,Rotorua
Leeston,Leeston,DRIVE_COMPANY_VEHICLE,27,EDUCATION,Leeston,-43.7602356,172.29661938,Leeston,-43.7602356,172.29661938,0.0,Selwyn,Selwyn
Marchwiel West,Washdyke,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Marchwiel West,-44.37956812,171.22462484,Washdyke,-44.35333362,171.24781336,3.4507136565998735,Timaru,Timaru
Hamurana,Mangakakahi Central,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Hamurana,-38.03031339,176.2509833,Mangakakahi Central,-38.12824758,176.23058754,11.035141827803011,Rotorua,Rotorua
Ohauiti,Mount Maunganui Central,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Ohauiti,-37.74926894,176.16160301,Mount Maunganui Central,-37.66423891,176.19448097,9.887411949817123,Western Bay of Plenty,Western Bay of Plenty
Hangaroa,Hexton,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Hangaroa,-38.67842084,177.63331484,Hexton,-38.62021616,177.96813152,29.787524828287662,Gisborne,Gisborne
Tatuanui,Tatuanui,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Tatuanui,-37.64163374,175.59349461,Tatuanui,-37.64163374,175.59349461,0.0,Matamata-Piako,Matamata-Piako
Waterloo West,Hutt Central North,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Waterloo West,-41.21499593,174.92055257,Hutt Central North,-41.20872236,174.90664869,1.356216760713168,Hutt city,Hutt city
Kihikihi Central,Te Awamutu North,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Kihikihi Central,-38.03798646,175.35079965,Te Awamutu North,-37.99873125,175.32167082,5.056112913319508,Waipa,Waipa
Palm Beach South-Gravatt,Mount Maunganui North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Palm Beach South-Gravatt,-37.69834431,176.27636175,Mount Maunganui North,-37.63000366,176.1731587,11.843538070883396,Western Bay of Plenty,
Irwell,Irwell,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Irwell,-43.72598112,172.33815647,Irwell,-43.72598112,172.33815647,0.0,Selwyn,Selwyn
Hillsborough (Christchurch City),Sydenham Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Hillsborough (Christchurch City),-43.56038209,172.67013928,Sydenham Central,-43.54360725,172.6376644,3.2137942179723287,Christchurch,Christchurch
Kaipaki,Kaipaki,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Kaipaki,-37.88426455,175.35405891,Kaipaki,-37.88426455,175.35405891,0.0,Waipa,Waipa
Anselmi Ridge,Pukekohe North West,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Anselmi Ridge,-37.18633345,174.93550996,Pukekohe North West,-37.18225476,174.89580342,3.5466603324215757,Franklin,Franklin
Bryndwr North,Middleton,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Bryndwr North,-43.50194025,172.58969325,Middleton,-43.54208461,172.58331091,4.493413089718751,Christchurch,Christchurch
Conifer Grove West,Penrose,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Conifer Grove West,-37.0486937,174.91293014,Penrose,-36.91999811,174.82258914,16.406526615044875,Franklin,Waitakere
St Martins,St Martins,DRIVE_COMPANY_VEHICLE,15,EDUCATION,St Martins,-43.5572164,172.6539556,St Martins,-43.5572164,172.6539556,0.0,Christchurch,Christchurch
Windsor ,Windsor ,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Windsor,-46.39716606,168.37568613,Windsor,-46.39716606,168.37568613,0.0,Invercargill,Invercargill
Matapouri-Tutukaka,Port-Limeburners,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Matapouri-Tutukaka,-35.59792832,174.47802227,Port-Limeburners,-35.74927345,174.33075178,21.451683848262636,Whangarei,Whangarei
Kingsbury,Islington-Hornby Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Kingsbury,-43.29311511,172.58645499,Islington-Hornby Industrial,-43.5526063,172.50828849,29.53659570326901,Waimakariri,Christchurch
Aka Aka,Aka Aka,DRIVE_COMPANY_VEHICLE,36,EDUCATION,Aka Aka,-37.29132737,174.77509206,Aka Aka,-37.29132737,174.77509206,0.0,Franklin,Franklin
Leamington Central,Leamington Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Leamington Central,-37.91053559,175.47246285,Leamington Central,-37.91053559,175.47246285,0.0,Waipa,Waipa
St Kilda South,Harbourside,DRIVE_COMPANY_VEHICLE,12,EDUCATION,St Kilda South,-45.90481538,170.5028639,Harbourside,-45.86782727,170.53130076,4.664810001332191,Dunedin,Dunedin
Motiti,Tauriko,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Motiti,-37.71900661,176.34389997,Tauriko,-37.75604256,176.09165915,22.559976026454915,Western Bay of Plenty,Western Bay of Plenty
Tomoana Crossing,Omahu Strip,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Tomoana Crossing,-39.63141616,176.85621619999995,Omahu Strip,-39.61309296,176.78725679,6.247890100088924,Hastings city,Hastings city
Clover Park South,East Tamaki,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Clover Park South,-36.98563252,174.89012173,East Tamaki,-36.93823242,174.88712871,5.277354898160201,Manukau,Manukau
Allenton East,Ashburton Central,DRIVE_COMPANY_VEHICLE,54,EDUCATION,Allenton East,-43.89118299,171.75756446,Ashburton Central,-43.90252481,171.73537846,2.1795929603638,Ashburton,Ashburton
Te Maunga South,Wairakei ,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Te Maunga South,-37.68431126,176.24299636,Wairakei,-37.73298319,176.35904418,11.554569105578814,Western Bay of Plenty,Western Bay of Plenty
Taradale Central,Onekawa West,DRIVE_COMPANY_VEHICLE,27,EDUCATION,Taradale Central,-39.5289489,176.84963144,Onekawa West,-39.49700088,176.88218064,4.518458829618142,Hastings,Hastings
Hadlow,Timaru Central,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Hadlow,-44.37278751,171.14676587,Timaru Central,-44.39838399,171.2514175,8.789742988776652,Timaru,Timaru
Harania South,Penrose,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Harania South,-36.96750095,174.81463304,Penrose,-36.91999811,174.82258914,5.329187991315504,Manukau,Waitakere
Resthill,Te Rapa South,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Resthill,-37.82572526,175.28737408,Te Rapa South,-37.76141322,175.24114614,8.224298456589125,Hamilton,Hamilton
Mount Maunganui North,Tauranga Hospital,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Mount Maunganui North,-37.63000366,176.1731587,Tauranga Hospital,-37.70320853,176.14700706,8.459214829492646,,Western Bay of Plenty
The Wood,Nelson Central-Trafalgar,DRIVE_COMPANY_VEHICLE,27,EDUCATION,The Wood,-41.26709294,173.29239874,Nelson Central-Trafalgar,-41.27273863,173.28210878,1.0647414029190039,Nelson,Nelson
Alfriston,Mount Wellington Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Alfriston,-37.01247699,174.92080195,Mount Wellington Industrial,-36.92046064,174.85162182,11.935846435199748,Franklin,Waitakere
Okaiawa,Hawera Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Okaiawa,-39.5375084,174.21758799999995,Hawera Central,-39.59042249,174.28314512,8.136308909982112,South Taranaki,South Taranaki
Hatfields Beach,Wairau Valley ,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Hatfields Beach,-36.57001949,174.68935557,Wairau Valley,-36.77355541,174.73453173,22.988001770171657,Rodney,Waitakere
Templemore,Appleby,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Templemore,-41.34152248,173.20418736,Appleby,-41.33424814,173.13744640000004,5.63048708123009,Tasman,Tasman
Howick West,Howick West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Howick West,-36.89320364,174.91979511,Howick West,-36.89320364,174.91979511,0.0,Manukau,Manukau
Western Heights (Auckland),Henderson Lincoln East,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Western Heights (Auckland),-36.88738067,174.61313879,Henderson Lincoln East,-36.85590078,174.63407425,3.964966117618253,Waitakere,Waitakere
Mellons Bay,Botany Junction,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Mellons Bay,-36.88715946,174.93040248,Botany Junction,-36.95962843,174.89641804,8.60585433738615,Manukau,Manukau
Mission Heights North,Penrose,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Mission Heights North,-36.95819159,174.93091114,Penrose,-36.91999811,174.82258914,10.522278494950337,Manukau,Waitakere
Otara East,Wiri West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Otara East,-36.95494224,174.88625064,Wiri West,-37.00828264,174.8624367,6.2970919916651145,Manukau,Franklin
St Kilda South,Dunedin Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,St Kilda South,-45.90481538,170.5028639,Dunedin Central,-45.87712471,170.50291221,3.0790642894961,Dunedin,Dunedin
Glenfield North,Glenfield North,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Glenfield North,-36.7738809,174.72661346,Glenfield North,-36.7738809,174.72661346,0.0,Waitakere,Waitakere
Moananui,Moananui,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Moananui,-38.23905279,175.8629699,Moananui,-38.23905279,175.8629699,0.0,South Waikato,South Waikato
Invercargill Central,Invercargill Central,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Invercargill Central,-46.41489239,168.32850731,Invercargill Central,-46.41489239,168.32850731,0.0,Invercargill,Invercargill
Woolston North,Sockburn South,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Woolston North,-43.54092011,172.67524201,Sockburn South,-43.5449149,172.56350496,9.01701973608038,Christchurch,Christchurch
Netherby,Ashburton North,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Netherby,-43.90025621,171.76581085,Ashburton North,-43.89179707,171.78945866,2.115449071932975,Ashburton,Ashburton
Rotoiti-Rotoehu,Mangakakahi Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Rotoiti-Rotoehu,-38.05706156,176.45805764,Mangakakahi Central,-38.12824758,176.23058754,21.42237802898308,Rotorua,Rotorua
Massey Road North,Penrose,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Massey Road North,-36.96400152,174.83260412,Penrose,-36.91999811,174.82258914,4.973249195760842,Manukau,Waitakere
Mapara,Mapara,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Mapara,-38.65445471,175.97695924,Mapara,-38.65445471,175.97695924,0.0,Taupo,Taupo
Halswell South,Lancaster Park,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Halswell South,-43.58945552,172.56528263,Lancaster Park,-43.5413884,172.6534567,8.890284153803671,Christchurch,Christchurch
Pakuranga West,Onehunga-Te Papapa Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Pakuranga West,-36.91819021,174.86882676,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,6.63062738724742,Manukau,Waitakere
Puhinui South,Wiri West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Puhinui South,-36.98905465,174.85892926,Wiri West,-37.00828264,174.8624367,2.1606247418251323,Manukau,Franklin
Welcome Bay East,Tauranga Hospital,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Welcome Bay East,-37.72030061,176.20928394,Tauranga Hospital,-37.70320853,176.14700706,5.798565476711116,Western Bay of Plenty,Western Bay of Plenty
Avondale (Christchurch City),Bromley North,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Avondale (Christchurch City),-43.50772731,172.69299144,Bromley North,-43.53482145,172.70629272,3.1979293227763033,Christchurch,Christchurch
Petone East,Petone East,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Petone East,-41.2248184,174.89062655,Petone East,-41.2248184,174.89062655,0.0,Hutt city,Hutt city
Hedgehope,Winton,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Hedgehope,-46.12903119,168.56584014,Winton,-46.14486071,168.32382512,18.73040010405002,Southland,Southland
Brookfield East,Tauranga South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Brookfield East,-37.68730456,176.14143485,Tauranga South,-37.7084259,176.15681961,2.7107311830886767,Western Bay of Plenty,Western Bay of Plenty
Rothesay Bay,Browns Bay Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Rothesay Bay,-36.7235541,174.74729392,Browns Bay Central,-36.71427585,174.74326307,1.09246146330357,Waitakere,Waitakere
South Hill,Glen Warren,DRIVE_COMPANY_VEHICLE,12,EDUCATION,South Hill,-45.10579567,170.96138565,Glen Warren,-45.09087588,170.9672687,1.7220711691203212,Waitaki,Waitaki
Pukekohe West,East Tamaki,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Pukekohe West,-37.20097025,174.88803986,East Tamaki,-36.93823242,174.88712871,29.215225576998964,Franklin,Manukau
Ealing-Lowcliffe,Ashburton Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Ealing-Lowcliffe,-44.03656373,171.49741748,Ashburton Central,-43.90252481,171.73537846,24.182597130202407,Ashburton,Ashburton
Poraiti Flat,Onekawa West,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Poraiti Flat,-39.49267269,176.8587725,Onekawa West,-39.49700088,176.88218064,2.0654386321996805,Hastings,Hastings
Bellevue,Tauranga Central,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Bellevue,-37.67938337,176.1292392,Tauranga Central,-37.67947411,176.16704264,3.3268862621825006,Western Bay of Plenty,
Moera,Petone Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Moera,-41.22794428,174.90362008,Petone Central,-41.22362356,174.86969444,2.877650575596772,Hutt city,Hutt city
Bay View,Bay View,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Bay View,-39.44155622,176.85839471,Bay View,-39.44155622,176.85839471,0.0,Napier,Napier
Otautau,Ohai-Nightcaps,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Otautau,-46.19250679,168.05347842,Ohai-Nightcaps,-45.89093509,168.02614043,33.599564076244576,Southland,Southland
Remuera East,Wynyard-Viaduct,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Remuera East,-36.8760597,174.82144132,Wynyard-Viaduct,-36.8433094,174.75788827,6.725433455903473,Waitakere,Waitakere
Ellerslie South,North Harbour,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ellerslie South,-36.90072215,174.8155531,North Harbour,-36.74630474,174.71502975,19.361888546016,Waitakere,Waitakere
Moutere Hills,Moutere Hills,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Moutere Hills,-41.26413088,173.0336074,Moutere Hills,-41.26413088,173.0336074,0.0,Tasman,Tasman
Brentwood (Taupo District),Taupo Central West,DRIVE_COMPANY_VEHICLE,36,EDUCATION,Brentwood (Taupo District),-38.68168999,176.05272614,Taupo Central West,-38.6847684,176.07304191,1.7963296546657987,Taupo,Taupo
Hokowhitu East,Hokowhitu East,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Hokowhitu East,-40.35738577,175.63633044,Hokowhitu East,-40.35738577,175.63633044,0.0,Palmerston North,Palmerston North
Hingaia,Penrose,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Hingaia,-37.07369960000001,174.91419445,Penrose,-36.91999811,174.82258914,18.92825708647602,Franklin,Waitakere
Kumeu-Huapai,North Harbour,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Kumeu-Huapai,-36.76998293,174.54286666,North Harbour,-36.74630474,174.71502975,15.561650246872984,Rodney,Waitakere
Remuera Waitaramoa,Auckland Airport,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Remuera Waitaramoa,-36.87147136,174.79423523,Auckland Airport,-36.9891029,174.77400859,13.203010327649537,Waitakere,Manukau
Belmont (Lower Hutt City),Gracefield,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Belmont (Lower Hutt City),-41.1900686,174.92123901,Gracefield,-41.24017306,174.91075379,5.63997086149316,Hutt city,Hutt city
Remuera South,Penrose,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Remuera South,-36.88443518,174.79526521,Penrose,-36.91999811,174.82258914,4.641159241984467,Waitakere,Waitakere
Hamilton Estate,Wiri West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Hamilton Estate,-37.24583465,174.73952417,Wiri West,-37.00828264,174.8624367,28.573966341951145,Franklin,Franklin
Tararua,Levin Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Tararua,-40.64205371,175.30927003,Levin Central,-40.6233097,175.2848475,2.9311130325682115,Horowhenua,Horowhenua
Newlands South,Petone Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Newlands South,-41.23454859,174.82124819,Petone Central,-41.22362356,174.86969444,4.229648314613312,Wellington,Hutt city
Miropiko,Te Rapa North,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Miropiko,-37.76463892,175.27155726,Te Rapa North,-37.73226423,175.22072362,5.738903447758564,Hamilton,Hamilton
Waitangirua,Porirua Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Waitangirua,-41.12984631,174.87999879,Porirua Central,-41.14584359,174.82583047,4.872577376459337,Porirua,Porirua
Greerton North,Tauranga Central,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Greerton North,-37.72989507,176.13764569,Tauranga Central,-37.67947411,176.16704264,6.174284713875437,Western Bay of Plenty,
Hornby South,Hornby Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Hornby South,-43.54829435,172.53309133,Hornby Central,-43.53921804,172.53566342,1.030311448737645,Christchurch,Christchurch
Akaroa,Akaroa,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Akaroa,-43.80712605,172.96853908,Akaroa,-43.80712605,172.96853908,0.0,Christchurch,Christchurch
Omanu Beach,Mount Maunganui Central,DRIVE_COMPANY_VEHICLE,51,EDUCATION,Omanu Beach,-37.65870852,176.20775005,Mount Maunganui Central,-37.66423891,176.19448097,1.3200141590544316,Western Bay of Plenty,Western Bay of Plenty
Pukekohe North West,East Tamaki,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Pukekohe North West,-37.18225476,174.89580342,East Tamaki,-36.93823242,174.88712871,27.144961968247763,Franklin,Manukau
Tuakau North,Wiri West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Tuakau North,-37.25721309,174.94816256,Wiri West,-37.00828264,174.8624367,28.704071925638104,Franklin,Franklin
Petone Central,Gracefield,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Petone Central,-41.22362356,174.86969444,Gracefield,-41.24017306,174.91075379,3.8955919852934113,Hutt city,Hutt city
Omahu-Pakowhai,Onekawa West,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Omahu-Pakowhai,-39.56659265,176.82024777,Onekawa West,-39.49700088,176.88218064,9.385737837450707,Hastings city,Hastings
Rototuna South,Rototuna South,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Rototuna South,-37.73648973,175.26994776,Rototuna South,-37.73648973,175.26994776,0.0,Hamilton,Hamilton
Ilam South,Sockburn South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ilam South,-43.5243795,172.56260385,Sockburn South,-43.5449149,172.56350496,2.2845874063775438,Christchurch,Christchurch
Dannemora South,Wiri West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Dannemora South,-36.95210786,174.90970489,Wiri West,-37.00828264,174.8624367,7.526356179899716,Manukau,Franklin
Sunnyhills West-Pakuranga North,Penrose,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Sunnyhills West-Pakuranga North,-36.9085095,174.87269402,Penrose,-36.91999811,174.82258914,4.634096105261351,Manukau,Waitakere
Tahuna-Mangateparu,Morrinsville West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Tahuna-Mangateparu,-37.52132213,175.46480172,Morrinsville West,-37.65791668,175.51913057,15.925111879210887,Matamata-Piako,Matamata-Piako
Mount Wellington Central,Mount Wellington Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Mount Wellington Central,-36.90833619,174.84460805,Mount Wellington Industrial,-36.92046064,174.85162182,1.4853956726462938,Waitakere,Waitakere
Hillcrest West (Auckland),Hillcrest West (Auckland),DRIVE_COMPANY_VEHICLE,6,EDUCATION,Hillcrest West (Auckland),-36.7978865,174.72830919,Hillcrest West (Auckland),-36.7978865,174.72830919,0.0,Waitakere,Waitakere
Miramar East,Wellington Central,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Miramar East,-41.31890777,174.82187288,Wellington Central,-41.2849345,174.77572593,5.397274333957193,Wellington,Wellington
Yaldhurst,Middleton,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Yaldhurst,-43.51680117,172.51440607,Middleton,-43.54208461,172.58331091,6.225919362244961,Christchurch,Christchurch
Nawton West,Nawton West,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Nawton West,-37.78502392,175.23357387,Nawton West,-37.78502392,175.23357387,0.0,Hamilton,Hamilton
Waihi Rural,Paeroa,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Waihi Rural,-37.43661886,175.78432191,Paeroa,-37.37535256,175.67393688,11.894283894461445,Hauraki,Hauraki
Dargaville,Maungaru,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Dargaville,-35.93920158,173.86524045,Maungaru,-35.87696287,173.97089153,11.765872823185925,Kaipara,Kaipara
Frankton,Queenstown Central,DRIVE_COMPANY_VEHICLE,30,EDUCATION,Frankton,-45.01825697,168.74585281,Queenstown Central,-45.0327315,168.65460343,7.349834294886826,Queenstown-Lakes,Queenstown-Lakes
Christchurch Central-North,Christchurch Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Christchurch Central-North,-43.52331085,172.64031708,Christchurch Central,-43.53243368,172.63601635,1.072032075253583,Christchurch,Christchurch
Howick West,Penrose,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Howick West,-36.89320364,174.91979511,Penrose,-36.91999811,174.82258914,9.142016027604651,Manukau,Waitakere
Belfast East,Bromley North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Belfast East,-43.44840955,172.63764405,Bromley North,-43.53482145,172.70629272,11.090178328399,Christchurch,Christchurch
